interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_subunit_index,ligand_subunit_gene,n_ligand_subunits,ligand_is_complex,receptor_subunit_index,receptor_subunit_gene,n_receptor_subunits,receptor_is_complex
FGF15_FGFR1,FGF,FGF19,FGFR1,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF15 - FGFR1,1,FGF19,1,False,1,FGFR1,1,False
FGF15_FGFR2,FGF,FGF19,FGFR2,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF15 - FGFR2,1,FGF19,1,False,1,FGFR2,1,False
FGF15_FGFR3,FGF,FGF19,FGFR3,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF15 - FGFR3,1,FGF19,1,False,1,FGFR3,1,False
FGF15_FGFR4,FGF,FGF19,FGFR4,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF15 - FGFR4,1,FGF19,1,False,1,FGFR4,1,False
FGF21_FGFR1,FGF,FGF21,FGFR1,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF21 - FGFR1,1,FGF21,1,False,1,FGFR1,1,False
FGF21_FGFR3,FGF,FGF21,FGFR3,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling,FGF21 - FGFR3,1,FGF21,1,False,1,FGFR3,1,False
FGF23_FGFR1,FGF,FGF23,FGFR1,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling,FGF23 - FGFR1,1,FGF23,1,False,1,FGFR1,1,False
FGF23_FGFR3,FGF,FGF23,FGFR3,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling,FGF23 - FGFR3,1,FGF23,1,False,1,FGFR3,1,False
FGF23_FGFR4,FGF,FGF23,FGFR4,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling,FGF23 - FGFR4,1,FGF23,1,False,1,FGFR4,1,False
PDGFA_PDGFRA,PDGF,PDGFA,PDGFRA,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFA - PDGFRA,1,PDGFA,1,False,1,PDGFRA,1,False
PDGFA_PDGFRB,PDGF,PDGFA,PDGFRB,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFA - PDGFRB,1,PDGFA,1,False,1,PDGFRB,1,False
PDGFB_PDGFRA,PDGF,PDGFB,PDGFRA,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFB - PDGFRA,1,PDGFB,1,False,1,PDGFRA,1,False
PDGFB_PDGFRB,PDGF,PDGFB,PDGFRB,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFB - PDGFRB,1,PDGFB,1,False,1,PDGFRB,1,False
PDGFC_PDGFRA,PDGF,PDGFC,PDGFRA,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFC - PDGFRA,1,PDGFC,1,False,1,PDGFRA,1,False
PDGFD_PDGFRB,PDGF,PDGFD,PDGFRB,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling,PDGFD - PDGFRB,1,PDGFD,1,False,1,PDGFRB,1,False
VEGFA_VEGFR1,VEGF,VEGFA,FLT1,,,,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA - VEGFR1,1,VEGFA,1,False,1,FLT1,1,False
VEGFA_VEGFR2,VEGF,VEGFA,KDR,,,VEGF activation receptor,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFA - VEGFR2,1,VEGFA,1,False,1,KDR,1,False
VEGFB_VEGFR1,VEGF,VEGFB,FLT1,,,,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFB - VEGFR1,1,VEGFB,1,False,1,FLT1,1,False
VEGFC_VEGFR3,VEGF,VEGFC,FLT4,,,,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFC - VEGFR3,1,VEGFC,1,False,1,FLT4,1,False
VEGFC_VEGFR2,VEGF,VEGFC,KDR,,,VEGF activation receptor,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFC - VEGFR2,1,VEGFC,1,False,1,KDR,1,False
VEGFD_VEGFR3,VEGF,VEGFD,FLT4,,,,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFD - VEGFR3,1,VEGFD,1,False,1,FLT4,1,False
VEGFD_VEGFR2,VEGF,VEGFD,KDR,,,VEGF activation receptor,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,VEGFD - VEGFR2,1,VEGFD,1,False,1,KDR,1,False
PGF_VEGFR1,VEGF,PGF,FLT1,,,,,KEGG: hsa04370; PMID: 16633338,Secreted Signaling,PGF - VEGFR1,1,PGF,1,False,1,FLT1,1,False
VEGFA_VEGFR1R2,VEGF,VEGFA,FLT1_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFA - VEGFR1R2,1,VEGFA,1,False,1,FLT1,2,True
VEGFA_VEGFR1R2,VEGF,VEGFA,FLT1_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFA - VEGFR1R2,1,VEGFA,1,False,2,KDR,2,True
VEGFC_VEGFR2R3,VEGF,VEGFC,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFC - VEGFR2R3,1,VEGFC,1,False,1,FLT4,2,True
VEGFC_VEGFR2R3,VEGF,VEGFC,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFC - VEGFR2R3,1,VEGFC,1,False,2,KDR,2,True
VEGFD_VEGFR2R3,VEGF,VEGFD,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFD - VEGFR2R3,1,VEGFD,1,False,1,FLT4,2,True
VEGFD_VEGFR2R3,VEGF,VEGFD,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling,VEGFD - VEGFR2R3,1,VEGFD,1,False,2,KDR,2,True
IGF1_IGF1R,IGF,IGF1,IGF1R,,IGF antagonist,,,PMID: 14604834,Secreted Signaling,IGF1 - IGF1R,1,IGF1,1,False,1,IGF1R,1,False
IGF2_IGF1R,IGF,IGF2,IGF1R,,IGF antagonist,,,PMID: 14604834,Secreted Signaling,IGF2 - IGF1R,1,IGF2,1,False,1,IGF1R,1,False
IGF2_IGF2R,IGF,IGF2,IGF2R,,IGF antagonist,,,PMID: 14604834,Secreted Signaling,IGF2 - IGF2R,1,IGF2,1,False,1,IGF2R,1,False
IGF1_ITGAV_ITGB3,IGF,IGF1,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF1 - (ITGAV+ITGB3),1,IGF1,1,False,1,ITGAV,2,True
IGF1_ITGAV_ITGB3,IGF,IGF1,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF1 - (ITGAV+ITGB3),1,IGF1,1,False,2,ITGB3,2,True
IGF1_ITGA6_ITGB4,IGF,IGF1,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF1 - (ITGA6+ITGB4),1,IGF1,1,False,1,ITGA6,2,True
IGF1_ITGA6_ITGB4,IGF,IGF1,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF1 - (ITGA6+ITGB4),1,IGF1,1,False,2,ITGB4,2,True
IGF2_ITGAV_ITGB3,IGF,IGF2,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF2 - (ITGAV+ITGB3),1,IGF2,1,False,1,ITGAV,2,True
IGF2_ITGAV_ITGB3,IGF,IGF2,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF2 - (ITGAV+ITGB3),1,IGF2,1,False,2,ITGB3,2,True
IGF2_ITGA6_ITGB4,IGF,IGF2,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF2 - (ITGA6+ITGB4),1,IGF2,1,False,1,ITGA6,2,True
IGF2_ITGA6_ITGB4,IGF,IGF2,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling,IGF2 - (ITGA6+ITGB4),1,IGF2,1,False,2,ITGB4,2,True
IGFL3_IGFLR1,IGF,IGFL3,IGFLR1,,IGF antagonist,,,PMID: 21454693,Secreted Signaling,IGFL3 - IGFLR1,1,IGFL3,1,False,1,IGFLR1,1,False
INS_INSSR,INSULIN,INS,INSR,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: hsa04911; PMID: 24633815,Secreted Signaling,INS - INSSR,1,INS,1,False,1,INSR,1,False
APLN_APLNR,APELIN,APLN,APLNR,,,,,KEGG: hsa04371,Secreted Signaling,APLN - APLNR,1,APLN,1,False,1,APLNR,1,False
DHH_PTCH1,HH,DHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,DHH - PTCH1,1,DHH,1,False,1,PTCH1,2,True
DHH_PTCH1,HH,DHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,DHH - PTCH1,1,DHH,1,False,2,SMO,2,True
IHH_PTCH1,HH,IHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,IHH - PTCH1,1,IHH,1,False,1,PTCH1,2,True
IHH_PTCH1,HH,IHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,IHH - PTCH1,1,IHH,1,False,2,SMO,2,True
SHH_PTCH1,HH,SHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,SHH - PTCH1,1,SHH,1,False,1,PTCH1,2,True
SHH_PTCH1,HH,SHH,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,SHH - PTCH1,1,SHH,1,False,2,SMO,2,True
DHH_PTCH2,HH,DHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,DHH - PTCH2,1,DHH,1,False,1,PTCH2,2,True
DHH_PTCH2,HH,DHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,DHH - PTCH2,1,DHH,1,False,2,SMO,2,True
IHH_PTCH2,HH,IHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,IHH - PTCH2,1,IHH,1,False,1,PTCH2,2,True
IHH_PTCH2,HH,IHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,IHH - PTCH2,1,IHH,1,False,2,SMO,2,True
SHH_PTCH2,HH,SHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,SHH - PTCH2,1,SHH,1,False,1,PTCH2,2,True
SHH_PTCH2,HH,SHH,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: hsa04340; PMID: 25701396,Secreted Signaling,SHH - PTCH2,1,SHH,1,False,2,SMO,2,True
CCL5_CCR1,CCL,CCL5,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR1,1,CCL5,1,False,1,CCR1,1,False
CCL3_CCR1,CCL,CCL3,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3 - CCR1,1,CCL3,1,False,1,CCR1,1,False
CCL3L1_CCR1,CCL,CCL3L1,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3L1 - CCR1,1,CCL3L1,1,False,1,CCR1,1,False
CCL3L3_CCR1,CCL,CCL3L3,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL3L3 - CCR1,1,CCL3L3,1,False,1,CCR1,1,False
CCL8_CCR1,CCL,CCL8,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL8 - CCR1,1,CCL8,1,False,1,CCR1,1,False
CCL7_CCR1,CCL,CCL7,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR1,1,CCL7,1,False,1,CCR1,1,False
CCL13_CCR1,CCL,CCL13,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL13 - CCR1,1,CCL13,1,False,1,CCR1,1,False
CCL14_CCR1,CCL,CCL14,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL14 - CCR1,1,CCL14,1,False,1,CCR1,1,False
CCL15_CCR1,CCL,CCL15,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL15 - CCR1,1,CCL15,1,False,1,CCR1,1,False
CCL16_CCR1,CCL,CCL16,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL16 - CCR1,1,CCL16,1,False,1,CCR1,1,False
CCL23_CCR1,CCL,CCL23,CCR1,,,,,KEGG: hsa04060,Secreted Signaling,CCL23 - CCR1,1,CCL23,1,False,1,CCR1,1,False
CCL8_CCR2,CCL,CCL8,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL8 - CCR2,1,CCL8,1,False,1,CCR2,1,False
CCL7_CCR2,CCL,CCL7,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR2,1,CCL7,1,False,1,CCR2,1,False
CCL2_CCR2,CCL,CCL2,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL2 - CCR2,1,CCL2,1,False,1,CCR2,1,False
CCL27_CCR2,CCL,CCL27,CCR2,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR2,1,CCL27,1,False,1,CCR2,1,False
CCL5_CCR3,CCL,CCL5,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR3,1,CCL5,1,False,1,CCR3,1,False
CCL7_CCR3,CCL,CCL7,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL7 - CCR3,1,CCL7,1,False,1,CCR3,1,False
CCL11_CCR3,CCL,CCL11,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL11 - CCR3,1,CCL11,1,False,1,CCR3,1,False
CCL24_CCR3,CCL,CCL24,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL24 - CCR3,1,CCL24,1,False,1,CCR3,1,False
CCL26_CCR3,CCL,CCL26,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL26 - CCR3,1,CCL26,1,False,1,CCR3,1,False
CCL28_CCR3,CCL,CCL28,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL28 - CCR3,1,CCL28,1,False,1,CCR3,1,False
CCL27_CCR3,CCL,CCL27,CCR3,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR3,1,CCL27,1,False,1,CCR3,1,False
CCL17_CCR4,CCL,CCL17,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL17 - CCR4,1,CCL17,1,False,1,CCR4,1,False
CCL22_CCR4,CCL,CCL22,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL22 - CCR4,1,CCL22,1,False,1,CCR4,1,False
CCL5_CCR4,CCL,CCL5,CCR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR4,1,CCL5,1,False,1,CCR4,1,False
CCL4_CCR5,CCL,CCL4,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL4 - CCR5,1,CCL4,1,False,1,CCR5,1,False
CCL5_CCR5,CCL,CCL5,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL5 - CCR5,1,CCL5,1,False,1,CCR5,1,False
CCL3_CCR5,CCL,CCL3,CCR5,,,,,KEGG: hsa04060,Secreted Signaling,CCL3 - CCR5,1,CCL3,1,False,1,CCR5,1,False
CCL20_CCR6,CCL,CCL20,CCR6,,,,,KEGG: hsa04060,Secreted Signaling,CCL20 - CCR6,1,CCL20,1,False,1,CCR6,1,False
CCL19_CCR7,CCL,CCL19,CCR7,,,,,KEGG: hsa04060,Secreted Signaling,CCL19 - CCR7,1,CCL19,1,False,1,CCR7,1,False
CCL21_CCR7,CCL,CCL21,CCR7,,,,,KEGG: hsa04060,Secreted Signaling,CCL21 - CCR7,1,CCL21,1,False,1,CCR7,1,False
CCL19_ACKR4,CCL,CCL19,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL19 - ACKR4,1,CCL19,1,False,1,ACKR4,1,False
CCL21_ACKR4,CCL,CCL21,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL21 - ACKR4,1,CCL21,1,False,1,ACKR4,1,False
CCL1_CCR8,CCL,CCL1,CCR8,,,,,KEGG: hsa04060,Secreted Signaling,CCL1 - CCR8,1,CCL1,1,False,1,CCR8,1,False
CCL25_CCR9,CCL,CCL25,CCR9,,,,,KEGG: hsa04060,Secreted Signaling,CCL25 - CCR9,1,CCL25,1,False,1,CCR9,1,False
CCL25_ACKR4,CCL,CCL25,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL25 - ACKR4,1,CCL25,1,False,1,ACKR4,1,False
CCL28_CCR10,CCL,CCL28,CCR10,,,,,KEGG: hsa04060,Secreted Signaling,CCL28 - CCR10,1,CCL28,1,False,1,CCR10,1,False
CCL27_CCR10,CCL,CCL27,CCR10,,,,,KEGG: hsa04060,Secreted Signaling,CCL27 - CCR10,1,CCL27,1,False,1,CCR10,1,False
CCL1_ACKR4,CCL,CCL1,ACKR4,,,,,KEGG: hsa04060,Secreted Signaling,CCL1 - ACKR4,1,CCL1,1,False,1,ACKR4,1,False
CCL13_ACKR4,CCL,CCL13,ACKR4,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR4,1,CCL13,1,False,1,ACKR4,1,False
CCL8_ACKR4,CCL,CCL8,ACKR4,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR4,1,CCL8,1,False,1,ACKR4,1,False
CCL1_ACKR1,CCL,CCL1,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL1 - ACKR1,1,CCL1,1,False,1,ACKR1,1,False
CCL2_ACKR1,CCL,CCL2,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL2 - ACKR1,1,CCL2,1,False,1,ACKR1,1,False
CCL5_ACKR1,CCL,CCL5,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL5 - ACKR1,1,CCL5,1,False,1,ACKR1,1,False
CCL8_ACKR1,CCL,CCL8,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR1,1,CCL8,1,False,1,ACKR1,1,False
CCL13_ACKR1,CCL,CCL13,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR1,1,CCL13,1,False,1,ACKR1,1,False
CCL14_ACKR1,CCL,CCL14,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL14 - ACKR1,1,CCL14,1,False,1,ACKR1,1,False
CCL16_ACKR1,CCL,CCL16,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL16 - ACKR1,1,CCL16,1,False,1,ACKR1,1,False
CCL18_ACKR1,CCL,CCL18,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL18 - ACKR1,1,CCL18,1,False,1,ACKR1,1,False
CXCL1_ACKR1,CXCL,CXCL1,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL1 - ACKR1,1,CXCL1,1,False,1,ACKR1,1,False
CXCL2_ACKR1,CXCL,CXCL2,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL2 - ACKR1,1,CXCL2,1,False,1,ACKR1,1,False
CXCL3_ACKR1,CXCL,CXCL3,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL3 - ACKR1,1,CXCL3,1,False,1,ACKR1,1,False
CXCL5_ACKR1,CXCL,CXCL5,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL5 - ACKR1,1,CXCL5,1,False,1,ACKR1,1,False
CXCL6_ACKR1,CXCL,CXCL6,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL6 - ACKR1,1,CXCL6,1,False,1,ACKR1,1,False
CXCL8_ACKR1,CXCL,CXCL8,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL8 - ACKR1,1,CXCL8,1,False,1,ACKR1,1,False
CXCL9_ACKR1,CXCL,CXCL9,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL9 - ACKR1,1,CXCL9,1,False,1,ACKR1,1,False
CXCL10_ACKR1,CXCL,CXCL10,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL10 - ACKR1,1,CXCL10,1,False,1,ACKR1,1,False
CXCL11_ACKR1,CXCL,CXCL11,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL11 - ACKR1,1,CXCL11,1,False,1,ACKR1,1,False
CXCL13_ACKR1,CXCL,CXCL13,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CXCL13 - ACKR1,1,CXCL13,1,False,1,ACKR1,1,False
CCL2_ACKR2,CCL,CCL2,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL2 - ACKR2,1,CCL2,1,False,1,ACKR2,1,False
CCL3_ACKR2,CCL,CCL3,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL3 - ACKR2,1,CCL3,1,False,1,ACKR2,1,False
CCL3L1_ACKR2,CCL,CCL3L1,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL3L1 - ACKR2,1,CCL3L1,1,False,1,ACKR2,1,False
CCL4_ACKR2,CCL,CCL4,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL4 - ACKR2,1,CCL4,1,False,1,ACKR2,1,False
CCL5_ACKR2,CCL,CCL5,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL5 - ACKR2,1,CCL5,1,False,1,ACKR2,1,False
CCL7_ACKR2,CCL,CCL7,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL7 - ACKR2,1,CCL7,1,False,1,ACKR2,1,False
CCL8_ACKR2,CCL,CCL8,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL8 - ACKR2,1,CCL8,1,False,1,ACKR2,1,False
CCL7_ACKR1,CCL,CCL7,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL7 - ACKR1,1,CCL7,1,False,1,ACKR1,1,False
CCL11_ACKR1,CCL,CCL11,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL11 - ACKR1,1,CCL11,1,False,1,ACKR1,1,False
CCL11_ACKR2,CCL,CCL11,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL11 - ACKR2,1,CCL11,1,False,1,ACKR2,1,False
CCL13_ACKR2,CCL,CCL13,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL13 - ACKR2,1,CCL13,1,False,1,ACKR2,1,False
CCL22_ACKR2,CCL,CCL22,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL22 - ACKR2,1,CCL22,1,False,1,ACKR2,1,False
CCL24_ACKR2,CCL,CCL24,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL24 - ACKR2,1,CCL24,1,False,1,ACKR2,1,False
CCL26_ACKR2,CCL,CCL26,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL26 - ACKR2,1,CCL26,1,False,1,ACKR2,1,False
CCL17_ACKR1,CCL,CCL17,ACKR1,,,,,PMID: 26740381,Secreted Signaling,CCL17 - ACKR1,1,CCL17,1,False,1,ACKR1,1,False
CCL14_ACKR2,CCL,CCL14,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL14 - ACKR2,1,CCL14,1,False,1,ACKR2,1,False
CCL17_ACKR2,CCL,CCL17,ACKR2,,,,,PMID: 26740381,Secreted Signaling,CCL17 - ACKR2,1,CCL17,1,False,1,ACKR2,1,False
CXCL1_CXCR1,CXCL,CXCL1,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL1 - CXCR1,1,CXCL1,1,False,1,CXCR1,1,False
CXCL2_CXCR1,CXCL,CXCL2,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL2 - CXCR1,1,CXCL2,1,False,1,CXCR1,1,False
CXCL3_CXCR1,CXCL,CXCL3,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL3 - CXCR1,1,CXCL3,1,False,1,CXCR1,1,False
CXCL5_CXCR1,CXCL,CXCL5,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL5 - CXCR1,1,CXCL5,1,False,1,CXCR1,1,False
CXCL6_CXCR1,CXCL,CXCL6,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL6 - CXCR1,1,CXCL6,1,False,1,CXCR1,1,False
CXCL8_CXCR1,CXCL,CXCL8,CXCR1,,,,,KEGG: hsa04060,Secreted Signaling,CXCL8 - CXCR1,1,CXCL8,1,False,1,CXCR1,1,False
CXCL1_CXCR2,CXCL,CXCL1,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL1 - CXCR2,1,CXCL1,1,False,1,CXCR2,1,False
CXCL2_CXCR2,CXCL,CXCL2,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL2 - CXCR2,1,CXCL2,1,False,1,CXCR2,1,False
CXCL3_CXCR2,CXCL,CXCL3,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL3 - CXCR2,1,CXCL3,1,False,1,CXCR2,1,False
CXCL5_CXCR2,CXCL,CXCL5,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL5 - CXCR2,1,CXCL5,1,False,1,CXCR2,1,False
CXCL6_CXCR2,CXCL,CXCL6,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL6 - CXCR2,1,CXCL6,1,False,1,CXCR2,1,False
CXCL8_CXCR2,CXCL,CXCL8,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,CXCL8 - CXCR2,1,CXCL8,1,False,1,CXCR2,1,False
PPBP_CXCR2,CXCL,PPBP,CXCR2,,,,,KEGG: hsa04060,Secreted Signaling,PPBP - CXCR2,1,PPBP,1,False,1,CXCR2,1,False
PF4V1_CXCR3,CXCL,PF4V1,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,PF4V1 - CXCR3,1,PF4V1,1,False,1,CXCR3,1,False
CXCL9_CXCR3,CXCL,CXCL9,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL9 - CXCR3,1,CXCL9,1,False,1,CXCR3,1,False
CXCL10_CXCR3,CXCL,CXCL10,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL10 - CXCR3,1,CXCL10,1,False,1,CXCR3,1,False
CXCL11_CXCR3,CXCL,CXCL11,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL11 - CXCR3,1,CXCL11,1,False,1,CXCR3,1,False
CXCL13_CXCR3,CXCL,CXCL13,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL13 - CXCR3,1,CXCL13,1,False,1,CXCR3,1,False
PF4_CXCR3,CXCL,PF4,CXCR3,,,,,KEGG: hsa04060,Secreted Signaling,PF4 - CXCR3,1,PF4,1,False,1,CXCR3,1,False
CXCL12_CXCR4,CXCL,CXCL12,CXCR4,,,,,KEGG: hsa04060,Secreted Signaling,CXCL12 - CXCR4,1,CXCL12,1,False,1,CXCR4,1,False
CXCL11_ACKR3,CXCL,CXCL11,ACKR3,,,,,KEGG: hsa04060,Secreted Signaling,CXCL11 - ACKR3,1,CXCL11,1,False,1,ACKR3,1,False
