gene_symbol,log2FC,t,p_value,fdr,mean_expr,n_case,n_ctrl,log2FC_icm,fdr_icm,log2FC_nicm,fdr_nicm,gse,platform,technology,log_scale_branch,probe_collapse_method
HMGN2,0.6524161287416013,13.807253293387495,2.013962726735011e-31,2.517856200964111e-27,10.201308180780957,194,16,0.6397306248911852,1.8893956663446566e-18,0.6683467614840269,1.0906972827119227e-18,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MYOT,-2.2638561386855636,-12.07408581004257,6.214262084904648e-26,3.7847620531907335e-22,6.11469187304762,194,16,-2.266087966564812,3.3374998757646207e-15,-2.26105337809304,3.7442743033855335e-15,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ASPN,2.4806240857274697,12.002561931638352,1.041709018732422e-25,3.7847620531907335e-22,8.493023033323812,194,16,2.441723687784731,4.1459520250867975e-15,2.5294757482601735,4.133105301333153e-20,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TRMT5,0.6392125190682804,11.981707011900133,1.2109301082037222e-25,3.7847620531907335e-22,9.372044499228576,194,16,0.6079761824027693,3.773735144138725e-15,0.6784395465087123,2.2537130757007513e-19,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LUM,2.088302456562521,11.91352924041873,1.980091696062972e-25,4.951021276835855e-22,8.319699277404759,194,16,2.063682617303242,2.5140589505606413e-15,2.119220394236949,3.981521742197904e-18,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SERPINA3,-1.345364853235191,-11.29689847218371,1.6476739978560515e-23,3.4332033868660596e-20,7.140178684395239,194,16,-1.3080528971921386,1.488793174266608e-14,-1.3922217282659872,8.341305178197915e-17,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HMOX2,-0.8383490354845488,-11.015225109453047,1.2193631361316078e-22,2.1777825611310515e-19,7.713926700742862,194,16,-0.8567937931574187,3.0067861890584807e-15,-0.8151858514302235,6.369679167998734e-16,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HTRA1,0.7654777833853064,10.234836359997896,2.899991422912489e-20,4.458747019505214e-17,8.874930644680951,194,16,0.7747097354861383,6.601059014497524e-12,0.7538841691191838,9.960525095007704e-15,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FCN3,-1.2713123132860624,-10.220192622855043,3.209784288557585e-20,4.458747019505214e-17,6.948431804000003,194,16,-1.3405051255740816,8.421145656305197e-16,-1.1844190141337232,5.221306285366012e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MARK3,-0.6499018896037732,-9.776294213188377,6.799084986479341e-19,8.500216050096472e-16,7.2838743414047595,194,16,-0.6409439241736099,1.9377629480101272e-10,-0.6611514275857435,1.0976891408891725e-12,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NOP16,-0.6097093918833559,-9.4197473301584,7.619905189066462e-18,8.660368606700811e-15,7.514067113209522,194,16,-0.5903533405208276,2.213798901312902e-09,-0.6340169912688899,4.207482033409795e-12,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLCO4A1,-0.9202965303176495,-9.206776351864688,3.17358155069571e-17,3.30634304556648e-14,6.84409341287619,194,16,-0.9139789723217625,7.702576804392744e-12,-0.9282302078008684,5.221306285366012e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HOPX,-1.5010726850670042,-8.949777413329297,1.7434991706433061e-16,1.6767097408755856e-13,6.58153832860476,194,16,-1.4982899206388882,1.9377629480101272e-10,-1.5045673194651108,3.2662597101541125e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CNN1,-1.35446789074809,-8.926644237256118,2.0303996530795394e-16,1.8131468902000286e-13,8.180139382895241,194,16,-1.3170961062477042,1.5725697859962343e-09,-1.401399899190401,1.2042137573143755e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ISLR,0.8570002438382953,8.855939152985979,3.23096620893268e-16,2.6929026362717576e-13,7.039506217352383,194,16,0.8458215663310369,2.410900422531041e-09,0.8710385830334151,3.7846841385624144e-14,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GLRX2,-0.7360974144033346,-8.697156367193761,9.116151218223946e-16,7.123132658139736e-13,6.966480934247617,194,16,-0.7238070627083403,1.9377629480101272e-10,-0.7515318095552307,7.55388390431966e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TPCN1,0.6354927469735939,8.570294043011232,2.0752593028255336e-15,1.5261701061132246e-12,8.52587175952857,194,16,0.6119936685393378,1.913570518542175e-08,0.6650032175653929,2.7214082819588237e-12,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ABHD5,-0.595448139054125,-8.547111851577773,2.4104317318469025e-15,1.6571765010353212e-12,6.030740756457143,194,16,-0.5819041942777792,3.1091606360075934e-08,-0.6124568138895253,2.9228768259958276e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MXRA5,1.5944024750431594,8.540315200410394,2.5185053207223726e-15,1.6571765010353212e-12,7.929164700542859,194,16,1.6406540658541573,5.066799597433034e-09,1.5363190819316885,2.797103607587965e-13,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NFASC,0.5606531089452161,8.473757878442951,3.866331805488159e-15,2.4168440116106483e-12,5.790054271409522,194,16,0.525226666465301,3.1412712418445425e-08,0.6051421297340077,7.114880783409178e-13,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ANOS1,0.7493200339632543,8.361192360803441,7.953644948374518e-15,4.73506995926563e-12,6.560887131319047,194,16,0.783917033011569,3.0847786217577193e-09,0.7058726398095727,8.264425526577683e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FKBP5,-1.5428840560947272,-8.214379286412091,2.0234820744154112e-14,1.1498896770155214e-11,5.868350149033336,194,16,-1.493416071622686,1.0172353024256162e-08,-1.6050066412456252,1.342866798294595e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TXNRD1,-0.8206340081237232,-8.14869701076509,3.064682915991764e-14,1.6658550354664797e-11,8.209044439233338,194,16,-0.7673462626481601,2.451901139978291e-07,-0.8875535024418704,2.9646293384990904e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MAP2K1,-0.6103569453750265,-8.12762382164797,3.5000572888069946e-14,1.8232381760277103e-11,7.967657818814287,194,16,-0.5853242023472203,1.5949293108957807e-07,-0.641793413363354,8.211452527753579e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SNRPB,-0.4384675192660824,-8.091016531048599,4.406693068929898e-14,2.2036990699104635e-11,8.051830692633331,194,16,-0.43706394303472146,8.892996628722879e-09,-0.44023014988226605,1.0136523265140399e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LMCD1,-1.134631506431054,-7.90600936236912,1.4001344253398674e-13,6.732492532922701e-11,7.4871173391571455,194,16,-1.0737573658495336,2.4390291296620235e-06,-1.2110781015799144,5.362862417508759e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLXDC1,0.8027595290528733,7.870910750008929,1.7407727344542644e-13,8.060422491165635e-11,6.166398066642851,194,16,0.7997218063472166,4.282762393010279e-09,0.8065743436133764,4.004147778463805e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATP1A1,-0.7135770685315667,-7.824442263762805,2.32066487767883e-13,1.0361768678835977e-10,8.621645315680952,194,16,-0.7492561284606678,3.0511069271722584e-08,-0.6687708072253018,1.937140482945403e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ADD3,0.6751240120238268,7.796783551121328,2.752661922805552e-13,1.1866820468591384e-10,9.01509909574761,194,16,0.6591131785903056,8.17640496533204e-09,0.6952306400567086,2.651022934460795e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
AREG,-0.6170898832409999,-7.749126851377558,3.6912508776629213e-13,1.5382672824180614e-10,3.7235065576904764,194,16,-0.5933451869490766,1.7188769039286835e-06,-0.6469088041656925,2.6935333786331164e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MAGED1,0.4860384368214966,7.704110979590031,4.865775801911553e-13,1.935333800959237e-10,9.466430024685716,194,16,0.5151393311596906,2.815636446539691e-08,0.44949312765260474,6.329402245544822e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
EVL,0.5539141710025779,7.701189241649069,4.95366194454452e-13,1.935333800959237e-10,6.908705907795238,194,16,0.5411688901388922,3.265637651593901e-08,0.5699198725523141,1.3971392724902826e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATF4,-0.5946911855792415,-7.685115836220412,5.465965268894854e-13,2.0707726603552568e-10,9.360312725723809,194,16,-0.5678591018170975,1.30090664914058e-06,-0.6283872907688804,5.6524642951316926e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DERL1,-0.5575080620586191,-7.676513136061601,5.761326531947644e-13,2.0850495216918048e-10,6.882899572357143,194,16,-0.56678555631713,6.299566455707772e-08,-0.5458572553154103,3.001178268197978e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CCT2,-0.8385006075928217,-7.674373503942744,5.837204707983776e-13,2.0850495216918048e-10,8.043715547485707,194,16,-0.8560156082222058,1.5949293108957807e-07,-0.8165050254069637,5.723031035918045e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DPYSL3,0.7413502922235943,7.631181635069264,7.59856321950645e-13,2.6388121491741564e-10,7.704100414247622,194,16,0.7439296890393607,1.9340746472310697e-07,0.7381110497107513,6.048672788640653e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PARD3,-0.42777956078733087,-7.607810285778554,8.761062881152682e-13,2.960292111896509e-10,6.5726699100285755,194,16,-0.4244360434398122,6.664835570981246e-08,-0.43197839652615494,1.283388795638227e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RARRES1,-1.2010933646320878,-7.6031972573575395,9.010475552936438e-13,2.964446456916088e-10,5.1380219235809514,194,16,-1.1818758064236052,3.1412712418445425e-08,-1.2252270423822598,6.847191525454693e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ITIH5,0.7167841944755324,7.577268741705389,1.0548594474090446e-12,3.381500720899455e-10,6.4403040432476155,194,16,0.6473040039768461,2.2617039259771842e-07,0.8040383871947528,8.900437488919666e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FADS3,-0.557398474855666,-7.502495087980763,1.6590833336459064e-12,5.18546495931028e-10,7.319060965871432,194,16,-0.5307876972777736,1.8232751065232236e-06,-0.5908166606511599,6.619174413381201e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ELL2,-0.6733986026720304,-7.492520754171016,1.7620661490787136e-12,5.373012437995629e-10,5.557504011219047,194,16,-0.6376939581967576,1.1874818743762626e-06,-0.7182369934084153,3.6701216790302736e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MARCH5,-0.5617630592448496,-7.392067734661444,3.223640057240983e-12,9.595701903720659e-10,7.38120283899524,194,16,-0.5378835566018763,8.581403380848894e-07,-0.5917512718662937,2.0958528352778338e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MYH10,0.7016827997596624,7.38025525420724,3.4599038642091325e-12,9.90172410923182e-10,8.66818075192381,194,16,0.6819952655856661,1.1511609006478353e-06,0.7264066798851726,5.6524642951316926e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FLNC,-1.0937616899316884,-7.378068089651761,3.5054887118708818e-12,9.90172410923182e-10,10.431740845938094,194,16,-1.0374934785046244,5.505259085979553e-07,-1.1644240949796778,1.1454544381531991e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FRZB,0.9453489601887948,7.375299141839041,3.5640504312544546e-12,9.90172410923182e-10,6.052378356433333,194,16,0.891746947664347,2.948428251861466e-07,1.0126631154520314,1.342866798294595e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ARHGAP1,0.5311565715057844,7.346661026501794,4.229340039794654e-12,1.1494610690763644e-09,9.588190104828575,194,16,0.5440069065902956,2.5902111537901952e-08,0.515018941399731,3.9348216099433024e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FKBP9,0.4383878414014168,7.294955340534661,5.755177330494709e-12,1.5308771699115924e-09,8.994461107571428,194,16,0.45844071033563666,1.3737245960094004e-07,0.4132051687863197,8.007289249323955e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CDKN1A,-0.7599202185914888,-7.287239886285533,6.025265800430434e-12,1.5693306882704435e-09,8.59691321210476,194,16,-0.7022427791250139,1.3124559562848403e-06,-0.8323523518750104,1.0980139223209733e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TGM2,-0.5588192823762831,-7.28294933514316,6.18083459102288e-12,1.5769957970809807e-09,9.176615488852384,194,16,-0.5587493204259217,5.921711424881115e-07,-0.5589071415697867,1.0136523265140399e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
AMD1,-0.7694093406514203,-7.275043028535329,6.477957028570916e-12,1.6197483754238718e-09,6.811492390085717,194,16,-0.7644384959375151,2.948428251861466e-07,-0.775651796803778,2.586051047163164e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RRS1,-0.41254498936466194,-7.203253189868025,9.908554254060355e-12,2.4289557898875013e-09,7.051412637699998,194,16,-0.40457163765277926,1.5949293108957807e-07,-0.42255803570058936,1.2552820139968562e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CDK2AP2,-0.7068117610896193,-7.174917008585874,1.1710452320588217e-11,2.8154629790768054e-09,7.10873901425238,194,16,-0.7458838768078684,1.38152163535378e-07,-0.657744452978208,2.4414354907255407e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DDX39A,-0.6936010674020938,-7.115887099187847,1.6565576566621314e-11,3.90760072143207e-09,6.199364055209523,194,16,-0.6743241538240556,3.2806892278280837e-06,-0.7178092844534691,5.595073108769389e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLC22A5,-0.6840327456024512,-7.0942683714362555,1.88015019873424e-11,4.352895886032494e-09,6.443690314952386,194,16,-0.6693065715578453,1.1033204576628794e-06,-0.7025260804491167,3.447967077891872e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ZNF423,0.6977350656565117,7.085131775989488,1.9833604073306675e-11,4.508358511354183e-09,5.907280067061909,194,16,0.6532925870301012,4.97317446725821e-07,0.7535465504433058,8.176185515988881e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ECM2,0.7694222999382028,7.0746485044535214,2.10867717232899e-11,4.707621787224469e-09,6.967770954014289,194,16,0.7668505625185126,1.0575486067536365e-06,0.7726519236744176,1.037759689706714e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
AGRN,0.4991086752409867,7.040199074761863,2.578021869823728e-11,5.65446130114671e-09,7.842985421728573,194,16,0.5032315661527894,1.8014243054697297e-06,0.4939310913052287,2.655529775688085e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FGF1,0.6833205316114598,6.996185172098714,3.32989012772417e-11,7.069276058934183e-09,8.033149509104767,194,16,0.6354483738587855,1.2010230596666967e-05,0.7434390553008781,5.221306285366012e-11,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ITGA5,-0.6404860358214935,-6.995860807905545,3.336164513494775e-11,7.069276058934183e-09,8.074333845428571,194,16,-0.5909802969189972,3.241198204872639e-05,-0.7026560335131015,5.997536227384208e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FOSL1,-0.7763868394452541,-6.989749031176875,3.4565902932980563e-11,7.202381974468717e-09,5.649923450747618,194,16,-0.730685553641197,5.534442859111e-05,-0.8337791518502888,8.025614094432579e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLC38A2,-1.0443318968524564,-6.927757876808881,4.947684451645221e-11,1.0140319838437468e-08,8.753826902357146,194,16,-1.0015482707800982,4.4233871295030385e-06,-1.098060171454946,9.090647063514005e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FAM13A,0.6660223500257788,6.898994160469564,5.839703363976206e-11,1.1775479267166216e-08,6.980166909523811,194,16,0.6202339523518587,4.7510620403134645e-06,0.7235240587325676,5.0342766165993114e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NPTX2,-0.8622718250064226,-6.888290836496997,6.210591681797624e-11,1.2324574159656173e-08,5.392772662571428,194,16,-0.7783318364212839,7.638346513939697e-06,-0.9676848339273287,1.6028437736219485e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
POR,-0.6295668618389261,-6.877383920974295,6.612386933792433e-11,1.2916884600980155e-08,6.012617572033335,194,16,-0.6431769051990643,1.5399678333133435e-06,-0.6124751794796491,1.124064428781374e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ANKMY2,0.6010874916107822,6.8729779549439,6.781860789020844e-11,1.304412670528286e-08,7.896817607142853,194,16,0.5588327214907342,5.075298257957041e-06,0.6541516215290754,6.68777406225416e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LHFP,0.6293501285734521,6.84594375560753,7.919406061043629e-11,1.500127493563143e-08,8.615091951461899,194,16,0.6082242734953588,2.4390291296620235e-06,0.6558802721598872,5.997536227384208e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HNRNPAB,-0.4790177361855414,-6.83662241878642,8.353636409679627e-11,1.55876361781813e-08,8.268759539238092,194,16,-0.4810930283148146,5.741053627880221e-06,-0.4764115553720861,8.176185515988881e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GTF2IRD1,-0.4506901553634347,-6.825572530587285,8.898830061551322e-11,1.6360760798458036e-08,6.8090358989380935,194,16,-0.4711729156203574,1.3124559562848403e-06,-0.42496761922674525,6.629913133441102e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
IMP4,-0.3337028875180664,-6.816546002468633,9.37006517490173e-11,1.697747171255383e-08,7.951697330638091,194,16,-0.3428598967314819,2.501242146518501e-06,-0.32220338757556444,2.144588752479701e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TSPYL2,-0.45858430382479387,-6.809278924018393,9.767225043277649e-11,1.744426392729388e-08,7.649852396157147,194,16,-0.4376573855185326,6.07791238537894e-06,-0.4848646198372153,3.664190987642686e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LTBP1,0.4696066282313148,6.806614113747066,9.916976721412605e-11,1.746225957339442e-08,8.609529154166667,194,16,0.46374172567824307,3.5971806112108148e-06,0.4769718546933273,1.359855616976933e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
P2RX5,-0.5574673875902285,-6.766475183530532,1.2465928370065232e-10,2.1645699511466046e-08,6.5443427198809525,194,16,-0.5361638943888917,2.4449384674727343e-05,-0.5842206116104655,1.1792722895616154e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PTN,0.7721757264581496,6.706775595331593,1.7491256877089594e-10,2.968296141757185e-08,8.539261133719046,194,16,0.744242375826379,2.838741994815578e-06,0.8072548179491311,9.06281359391721e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CYP4B1,-1.3389931505431492,-6.705986709638611,1.7569502038876314e-10,2.968296141757185e-08,5.688459493900001,194,16,-1.2789991409004906,1.7490715221115236e-05,-1.4143344649781966,3.351534366417658e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NPPA,1.8561145153723522,6.684734243234818,1.9811984576405258e-10,3.3025257489895804e-08,10.800376254957147,194,16,1.7431355748472477,3.2806892278280837e-06,1.9979950453342945,2.1727595851416622e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PCNT,-0.6462350977654661,-6.664959888905841,2.215015706756543e-10,3.643700837614513e-08,7.8873942653142874,194,16,-0.7188963861110943,2.451901139978291e-07,-0.5549860379825515,2.1282859414563597e-05,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SERPINE1,-1.2832604178318243,-6.602053741320887,3.1543707441932815e-10,5.1215510446629094e-08,6.978931460666668,194,16,-1.1850929088171374,0.00016858764801849934,-1.4065405454317066,6.504383453487345e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BAG3,-0.6464489390612058,-6.589182683114711,3.390128440952191e-10,5.433767406254396e-08,9.430845785376187,194,16,-0.660021822317105,8.489828455340058e-06,-0.6294039228793601,7.784188438957823e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CSDC2,-0.6662077693067001,-6.580448804658681,3.5598853610626113e-10,5.633631238481616e-08,8.67529475362857,194,16,-0.6755354719814753,3.0345528022304415e-06,-0.6544939101337244,1.6759062362706053e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PPP1R3C,0.9152764042306633,6.551777976417148,4.178030012009745e-10,6.501589094744435e-08,10.400645053771429,194,16,0.8630279797916831,4.682809784616092e-05,0.980890704688932,8.176185515988881e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CTSK,0.581930716093436,6.550310706618241,4.2123557564733585e-10,6.501589094744435e-08,7.534109044661906,194,16,0.6123055858495516,1.7188769039286835e-06,0.5437855308183099,8.757615007910412e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLEKHO1,-0.6075687322448686,-6.535907901788628,4.5643600146321503e-10,6.958979134503797e-08,6.483178830033329,194,16,-0.6080933071203733,1.2010230596666967e-05,-0.6069099637965107,6.463690119802869e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PALLD,-0.46666054669336743,-6.527447325165642,4.784451560810124e-10,7.206652218463635e-08,10.499263848828573,194,16,-0.47038717287032855,8.822082403942197e-06,-0.46198059754069837,1.3448130939580238e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CEBPG,-0.5672478329916164,-6.518420414923315,5.030778336543077e-10,7.48747509088828e-08,4.399822497209524,194,16,-0.5469489814467541,5.014086061350151e-05,-0.5927394140014663,8.007289249323955e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GLT8D2,0.40640454247937063,6.4893115213795785,5.913083615504568e-10,8.697102513063308e-08,6.742941928361904,194,16,0.3880246317222161,2.3912803807107853e-05,0.42948629087207424,1.3880509085082363e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
THYN1,0.4538186627712507,6.47920298943176,6.253722194192182e-10,9.091166845557054e-08,7.689764305938094,194,16,0.40419411685880313,6.171106154357273e-05,0.516137859963658,5.032185281070503e-10,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PSME4,-0.4792962738853233,-6.447364403854094,7.457562048181579e-10,1.071660238234093e-07,7.793845498333334,194,16,-0.480555675374994,1.8089682789805928e-06,-0.47771469992149795,1.394207053320394e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLIN2,-1.099038592856965,-6.4302877568651144,8.194214395019786e-10,1.164077539792915e-07,7.857192083009523,194,16,-1.0106441545601903,7.019959910543506e-05,-1.21004556188082,1.0660959912723913e-09,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FBLN1,0.788367692938116,6.428246725037124,8.286906178337021e-10,1.164077539792915e-07,8.429331692500003,194,16,0.7866556469444373,1.1048001692968963e-05,0.7905177041860417,3.20661484122494e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
AP3M2,0.3927999979233094,6.418105237821853,8.762962629209519e-10,1.217272875448638e-07,7.039872278971432,194,16,0.3702469295162138,1.2282555689969366e-05,0.4211224559229505,1.9450112731872573e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SORT1,-0.5745956648118834,-6.3882376427131975,1.0326504750056464e-09,1.418702883353911e-07,7.540966665257147,194,16,-0.5591411636203432,5.329049830501183e-06,-0.5940036430522923,9.500162892672928e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
COL15A1,1.0561257590882815,6.376334932620759,1.1023247618629686e-09,1.4979634970446557e-07,8.703080018023805,194,16,1.0008226188958522,3.568741719229392e-06,1.125576214213663,4.4474650257554684e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
UBFD1,-0.37603956069333866,-6.369961904048896,1.1415065204017082e-09,1.5345284428023824e-07,6.027209934252379,194,16,-0.3884735777129556,2.8152089425376383e-06,-0.360424748622103,7.520462382412542e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
THBS1,-0.7262112774639217,-6.3577198455511565,1.220644894445198e-09,1.6234577096121132e-07,6.276229222080953,194,16,-0.6895904683055644,4.7505020166618816e-05,-0.7722002005930223,1.1737916497094083e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ANKRD2,-1.4558117402802777,-6.348237299291006,1.2856233517312896e-09,1.6918803308783772e-07,8.68842245614286,194,16,-1.3433322476411718,1.9997948043444105e-05,-1.5970650566177433,5.997536227384208e-08,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PAMR1,0.4211962731088951,6.333633581726398,1.3923895088062742e-09,1.7976953762694262e-07,7.221571108928569,194,16,0.39467636909028997,1.2010230596666967e-05,0.454500338620626,5.448982514191969e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HMGCL,0.32659242537179206,6.3333182313764205,1.3947884458337413e-09,1.7976953762694262e-07,8.0797985609,194,16,0.34679104741435257,1.3124559562848403e-06,0.30122671396946155,4.942288020146309e-06,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MN1,0.5705157298047496,6.306405162868135,1.615188005887472e-09,2.0605184132250176e-07,6.323172660614288,194,16,0.5292186138217585,2.8152089425376383e-06,0.6223772242950639,3.965426644709814e-07,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
