gene_symbol,log2FC,t,p_value,fdr,mean_expr,n_case,n_ctrl,log2FC_icm,fdr_icm,log2FC_nicm,fdr_nicm,gse,platform,technology,log_scale_branch,probe_collapse_method
EIF5,-0.38242326635892,-3.845237176714513,0.0001589011815037058,0.0027139106163378826,8.865673621723818,194,16,-0.41451770287734513,0.004750119105470177,-0.34211862514971564,0.014606772514141093,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MASP1,0.4270883470334696,3.8404743691371586,0.00016181176549849696,0.00275985087621038,7.877940771247618,194,16,0.3800585313518618,0.02367330247591977,0.4861490457965196,0.00024241990562216356,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BCAM,0.3087014993234312,3.840047478608641,0.00016207509357969493,0.002760576048955512,8.12393033821429,194,16,0.2907508862360939,0.016177978716956726,0.33124412971221046,0.0008541793377471474,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CAND2,0.46653933594389674,3.8343835510940565,0.00016560755397611977,0.0028169056323938085,8.039622934214288,194,16,0.4161939354513888,0.05291870545475668,0.5297637923764703,4.1856879766136745e-05,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MALT1,-0.22020070808247688,-3.832943562221647,0.00016651720248532238,0.0028285299802601905,5.64264329572381,194,16,-0.20590189419446533,0.014362646391074416,-0.23815735808140148,0.001157200336436018,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
THOC5,-0.24910559420172856,-3.8317855882664618,0.0001672521323000996,0.0028371589661001966,6.856247828704765,194,16,-0.2531724876087848,0.0069972536341413455,-0.24399833271364615,0.006988671685806795,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
COL3A1,0.9853220440579706,3.829911449358428,0.00016844810434435043,0.002853574797443183,9.713662675695236,194,16,1.0401272503935113,0.011568624997111521,0.9164969012180121,0.0004287541299381756,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KLHDC2,0.3356650953575855,3.8278982093396245,0.00016974186640167949,0.0028716005598833517,8.796446085214289,194,16,0.3236951491504919,0.02818326373420099,0.350697120827045,0.0005248912492758352,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BAZ2B,0.31335805938208505,3.8252386412720507,0.00017146541069920006,0.0028968386007586474,5.755345686557144,194,16,0.2934937726180555,0.015318356786834329,0.3383039078764379,0.002020315411930376,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIF1B,-0.29308132343365656,-3.8228932665146806,0.00017299908264077645,0.0029188050353238693,6.297502217723812,194,16,-0.2969865673773397,0.012299671365913,-0.28817706359738093,0.0034646277127803418,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FGGY,0.2367318624375375,3.820552718186604,0.00017454254436848114,0.002940764057326403,6.346292578171429,194,16,0.22695502880785456,0.023158286079819394,0.249009746530526,0.0007797838334094521,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ZBED1,0.22518891724616086,3.82020786951808,0.00017477105219912954,0.002940764057326403,8.373603274533327,194,16,0.21913267922685395,0.01682822782865377,0.23279442545639592,0.0019329227465834718,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CAMK2G,0.16851807236401126,3.816060594781312,0.00017754145493176647,0.0029833646096195485,6.8926337833714335,194,16,0.18464124008102095,0.004525613429677742,0.1482703733706351,0.0109696639320611,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
THBS2,0.6075190991185525,3.815309690143964,0.00017804748900359323,0.0029856499776825013,7.98134097466191,194,16,0.6928727359629347,0.009634109400042147,0.500330810988355,4.882246639165086e-05,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
C19orf54,0.2323255435895498,3.815150287586175,0.00017815508585435497,0.0029856499776825013,6.316592047604765,194,16,0.2242175829467573,0.009745310554789686,0.24250763369913855,0.0022682075678259147,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HN1L,-0.23456814690785954,-3.8130818713589956,0.00017955686310072057,0.003005113657945393,7.574479842966673,194,16,-0.20504299773843218,0.022440515020937055,-0.27164624121366243,0.001607827170835643,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HERC1,0.36092113910631046,3.812205284781008,0.00018015407592450735,0.00301107788396817,7.706791780838092,194,16,0.3393693467199199,0.025181558367112382,0.3879861807078631,0.0005987732979447078,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLSCR4,0.4629557567267975,3.8117739285085186,0.0001804486461655723,0.0030119745986141315,6.035599390166666,194,16,0.45692957105554843,0.01055382089919188,0.4705235247790742,0.0016458176381981212,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CAMK2N1,0.2675098874226421,3.8102686332893185,0.00018148017836984334,0.0030251535866397086,7.240606496714288,194,16,0.26195137751852143,0.01361731157537122,0.27449034172092496,0.003208293385776703,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CFH,0.7383358589149585,3.7976328462969815,0.0001903619143514111,0.003168176283649007,7.168411608985715,194,16,0.7285190619907315,0.01568132027484555,0.7506639294709105,0.0004287541299381756,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
VIPAS39,0.2038126654027174,3.7973477266402127,0.00019056699450520343,0.003168176283649007,6.9736541473095235,194,16,0.20327997516432636,0.020426188297884156,0.20448162523689795,0.0026444747381166507,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SH3BGRL,0.5830574981385086,3.7927572858016956,0.0001938977160777509,0.0032192685875219677,7.301334582771425,194,16,0.56994692266899,0.016177978716956726,0.5995219417514529,0.0011965217407595206,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ZC3H4,0.24267672861918835,3.79103162722432,0.0001951640037469507,0.003235995192101297,6.713428768042855,194,16,0.22956002114584725,0.021133324083555397,0.2591488728880842,0.0007288737426883225,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIAA0141,0.2091192794858186,3.7905237912709553,0.00019553814134259871,0.0032379044279008864,7.856466571376191,194,16,0.20250944371758808,0.02181259088484001,0.21742000347382978,0.00035290519156958564,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SRSF4,-0.19510966782025224,-3.7900833838378345,0.00019586315177410563,0.003238996195079191,8.346831345242855,194,16,-0.21595598083101,0.004317537301790711,-0.16893057706250583,0.007241099132201453,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GBE1,-0.37182067021457565,-3.7885356456609376,0.00019700940593955004,0.0032536480753715385,8.628862690519048,194,16,-0.3516078373402523,0.025225780083731126,-0.3972042277776022,0.0006435826200828296,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
POLE3,-0.3653806045670387,-3.785792773191969,0.00019905638338597436,0.003283117289038854,6.2834636351857185,194,16,-0.40428614620371256,0.0023040327815128186,-0.3165224825116498,0.01692673706182047,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
EMC3,-0.22018465369973167,-3.7844479855851447,0.00020006732042947712,0.00329372898999892,8.427855270290477,194,16,-0.2171548825509196,0.013637543366977535,-0.22398948258431728,0.0023826580067804254,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ANKLE2,-0.25389986849484314,-3.7842365777349967,0.0002002266863221228,0.00329372898999892,5.5597650998904795,194,16,-0.2572275902222265,0.012237160090005512,-0.24972086911627542,0.0019720651829856304,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLAGL1,0.28876525438914497,3.78208323710544,0.00020185679852476155,0.0033161809397589605,5.299064514900001,194,16,0.28306103227778534,0.006107964278521984,0.29592869611048067,0.00409746696856961,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TCFL5,0.26735005515526167,3.7788103733330787,0.00020435846917224746,0.00335287346665543,5.391278594580953,194,16,0.2800854898587934,0.005705603410346234,0.2513567185508675,0.0065538870964225405,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ZNF16,0.17192211833891707,3.7784544045212467,0.00020463232161994755,0.003352966297369049,5.8309939834,194,16,0.1704781324212946,0.01777516055751984,0.1737354960028906,0.001811932741079853,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SORBS2,0.5679908692209499,3.7720847458203584,0.00020959167037039637,0.0034297317578150465,11.30963624848572,194,16,0.4810605454374757,0.05754340234960383,0.6771591828096197,1.2938594778345625e-05,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FYCO1,0.43853256228670495,3.770936537476232,0.00021049765976948747,0.0034400545652786044,7.754480578228569,194,16,0.4086539901458424,0.04415535533530994,0.47605449009157735,0.00011018479464604352,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MFAP3,-0.27103306913723785,-3.770214316780847,0.00021106942138587688,0.0034448954388593116,6.673867994776192,194,16,-0.25921728283101947,0.02308893614298437,-0.2858714984520146,0.0006688044111733616,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SEC61G,-0.2581425479375091,-3.7672221399212,0.0002134539274225379,0.0034792711872706243,8.399008164652376,194,16,-0.2724340199745246,0.007738058239835663,-0.2401951179375029,0.005824060550275677,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ARHGEF3,0.2949515403878781,3.76586812421456,0.00021454131228303792,0.003492442039274141,6.121653966447621,194,16,0.282659642328714,0.004317537301790711,0.31038787748546076,0.008466228981959392,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DZIP1,0.1795648865309385,3.763317189663034,0.00021660416528284388,0.003521437287862307,6.978855416819045,194,16,0.2005015484074033,0.0034007888801778617,0.15327233440698051,0.013043402417699421,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RUBCN,-0.27401868100902316,-3.7605983349185457,0.00021882344917136895,0.003552897092909681,6.831027886157144,194,16,-0.2740136712083356,0.013640913029555096,-0.2740249723866055,0.005175953964001654,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
APEX1,-0.19193865536984928,-3.7597557034837044,0.00021951560519593266,0.0035595124463807396,7.99767071755714,194,16,-0.17817140568055728,0.03176653712193199,-0.2092277596308035,0.002050777077517458,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NYNRIN,0.1962358559368776,3.7592235102033222,0.00021995382641316194,0.0035619983650483815,7.293439558752385,194,16,0.17500303143054619,0.018811533489617734,0.22290033322385752,0.002448468732403306,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MGEA5,0.35430543882026816,3.753809799157021,0.0002244588588747826,0.0036302518158506237,8.19915957715714,194,16,0.3207029338680622,0.03012777458182191,0.396503933411359,0.000593244260877089,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLC1A5,-0.22069639425772927,-3.750846186780296,0.00022696183720515625,0.003665990812324113,7.503726828614285,194,16,-0.18742733032408512,0.0361325036908483,-0.26247614896512433,0.0004828989559420835,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
STRA13,-0.19601832963208612,-3.749874470245464,0.00022778824686435603,0.003674591822320231,7.326507919557147,194,16,-0.19961357317361195,0.007407466003238033,-0.19150337262643807,0.007474673919385347,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TEX30,-0.21443285001354576,-3.7493664181130613,0.00022822145820076075,0.0036768359154973076,6.091495435752384,194,16,-0.22218028096990344,0.007297616651115625,-0.20470351811483803,0.006237578689489188,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
STX12,-0.28664635061923666,-3.746551198509802,0.0002306361165733561,0.0037109558936938196,7.1768273233952415,194,16,-0.2645298542291785,0.0276060630536232,-0.3144205553880592,0.0011624003161821736,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SUOX,0.28050989620296607,3.7452956775364097,0.00023172076394724727,0.003723615669496768,7.906674401447616,194,16,0.2691188848911863,0.042893068114700075,0.29481488715259685,5.859020876764227e-05,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NAB1,0.3751351813981738,3.7443311958771464,0.000232557253829447,0.0037322603175555156,6.690860549666669,194,16,0.32386041902312773,0.024569321393601313,0.43952674345056725,0.000865079142411981,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLC29A1,0.243030442025156,3.7431220504754648,0.00023360997081117282,0.003741992030873166,8.082916409480951,194,16,0.22299394062268804,0.0356911609485714,0.2681925600654038,0.0006842565822097942,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
S100PBP,0.23119261591171042,3.7429475582092424,0.00023376226012733505,0.003741992030873166,5.2024418114761914,194,16,0.219110337400434,0.01276481897905943,0.2463657098560966,0.004222891508171197,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DET1,0.27891237973966415,3.7425836828681636,0.00023408013666384908,0.0037422888344903343,6.267735033461906,194,16,0.2602863419166889,0.029501127671979703,0.3023032179360465,0.000669663580618297,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PIGP,0.2892718818047596,3.7399081484105174,0.0002364300216265184,0.0037750295407084715,8.384129098319049,194,16,0.26844976700693346,0.02852812139280148,0.31542058410899404,0.0009472844768910085,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TDG,-0.3875068558801716,-3.7386766525016877,0.00023751910243140147,0.00378758140127217,4.6817335048714295,194,16,-0.3712184633657369,0.030987386696493084,-0.40796204647965,0.008939384062037817,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
OGDHL,0.3340054519201031,3.738184348986626,0.00023795579878275983,0.003787765559025851,5.942267997738095,194,16,0.3357444491388862,0.007122300009262469,0.33182159494767155,0.003936766347756959,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SEC31A,0.31999856038850105,3.737771597676012,0.00023832251311847651,0.003787765559025851,8.761608299004765,194,16,0.31003126497455386,0.015282616440457805,0.33251562904798543,0.0021672598265690853,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
VDAC3,0.4009645511140282,3.7376399727479344,0.00023843956926518516,0.003787765559025851,10.545954455466658,194,16,0.39280799220143275,0.031129831441906557,0.41120767160903327,0.0001432302484447392,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CCT4,-0.24099206812369617,-3.7363554142822597,0.00023958480307287333,0.003801128436569876,9.633953052304765,194,16,-0.24643149435187706,0.013733307630443137,-0.23416116076743107,0.01109584991581005,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NAP1L3,0.44013520569329084,3.733527929675853,0.00024212395076113365,0.003829833500496081,4.6391430285333355,194,16,0.4148892340092705,0.00941754974697879,0.47183944920347637,0.002773876064272298,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GYG1,-0.3777593041552243,-3.7334907136069884,0.00024215754055988394,0.003829833500496081,9.677402852676186,194,16,-0.38711162184953246,0.01635827617910887,-0.36601453309737697,0.0004828989559420835,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HNRNPDL,-0.24428426890010793,-3.733318430773989,0.0002423130938163814,0.003829833500496081,8.18586694168571,194,16,-0.22796529047916972,0.024493229885684857,-0.2647778697078574,0.0013428080315543765,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BBS1,0.2081349747745318,3.732590936705797,0.00024297098584861982,0.0038353829104538447,7.206912675809522,194,16,0.21139813333795426,0.015034499152478929,0.20403705471799827,0.0021300486729380627,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CHMP1B,-0.22595773045614997,-3.7317423652531794,0.00024374050334703462,0.003842678149867121,7.734665282876185,194,16,-0.21252423065739798,0.020769591157197405,-0.24282770694768444,0.0022385087011157416,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CALU,-0.2364232397590547,-3.72864222557161,0.0002465714451312406,0.0038824133589808185,9.431823528085715,194,16,-0.2158157298287062,0.04625671309269655,-0.2623024382761575,0.0009638916138916592,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
IGSF3,0.2753945133794901,3.7272873302314764,0.00024781841741832784,0.003897139439703062,6.919128038952383,194,16,0.2749913344050652,0.013208410199565873,0.27590083116133074,0.002579687781824911,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MRPS12,-0.4422870989929078,-3.7257754007502912,0.00024921694674339366,0.003914208879630537,7.149897450004767,194,16,-0.4715523884236089,0.004449088246026008,-0.405535340172969,0.007223481946214404,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATP6V0E2,0.49226141476095614,3.725351656834058,0.0002496102437106115,0.00391546708515692,8.351720096347622,194,16,0.47998926056250335,0.031302647434092834,0.5076729572427251,0.0008964567132284318,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RIPK2,-0.20366768824222722,-3.724514916689574,0.000250388584507831,0.003921646917481635,6.564792934409526,194,16,-0.1970800993148426,0.017477562746743475,-0.21194047433722335,0.008040114074021524,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PIM1,-0.28059329342525496,-3.724254203075452,0.0002506315699142398,0.003921646917481635,6.233308234966667,194,16,-0.2572929897777932,0.023916028606456318,-0.3098541398663015,0.0008964567132284318,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
WDR46,-0.26447528549099,-3.7210466856423214,0.00025363926213186456,0.003963747568965713,5.938283080076194,194,16,-0.23470236072685463,0.034797470463128054,-0.30186453984593486,0.0010496978424495815,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CD74,0.5686510422036042,3.7184123108694718,0.0002561349788958312,0.003997752192454035,9.923029609261905,194,16,0.5730474533611126,0.010474173271573888,0.5631299677267473,0.00467384595078964,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
OS9,0.21659741713142558,3.7169540840782513,0.0002575264055782858,0.004014099656895073,9.248521126528566,194,16,0.21176771012961668,0.015322481937486993,0.22266263057557245,0.0031927446557954466,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RGS6,0.23668616708505819,3.716642636015882,0.0002578245100373335,0.004014099656895073,7.263724961557136,194,16,0.23638402388888075,0.010269355408929617,0.2370656027267388,0.0046331378993916756,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
XBP1,-0.2954648043769485,-3.7154585360808174,0.0002589608556621599,0.004026776887423288,7.259141255828571,194,16,-0.28259507405324635,0.028632437192885843,-0.31162679129504417,0.0013428080315543765,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SNUPN,0.1888316747222994,3.714276512846305,0.0002600999237269919,0.004039464902403544,6.822897480442858,194,16,0.19298302753471183,0.011445860915633292,0.18361834793460183,0.006889796224423105,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PDCD6IP,-0.2451347898099039,-3.710911264691095,0.0002633688393584328,0.00408205678933378,8.198383638119045,194,16,-0.22887405364583518,0.02355211670426856,-0.26555524917879875,0.0011052118392283607,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BCCIP,-0.2436630367808996,-3.710781741174335,0.0002634954270510607,0.00408205678933378,6.577328343771429,194,16,-0.22014039701852112,0.030076628625451286,-0.2732030960174603,0.000889315619322413,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SLCO2A1,-0.3081675416849138,-3.7089814381857074,0.0002652608823813096,0.004102146668948126,7.069045515499998,194,16,-0.3014572966226841,0.011594261273594616,-0.31659436106539557,0.0039153771759537735,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NHP2,-0.17121526711664756,-3.7086198146602602,0.0002656168503183358,0.004102146668948126,8.66274773292857,194,16,-0.15611321083100327,0.03107195320765396,-0.19018064012644592,0.0015715902354992118,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LOC728392,0.23128426510307679,3.7084246584960665,0.00026580914165265265,0.004102146668948126,6.176895660809527,194,16,0.22746820482409985,0.01680212698048177,0.23607652684884622,0.0027193708657112666,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FLII,-0.2081332220316131,-3.7081249573919974,0.00026610469912949374,0.004102146668948126,8.43376957832857,194,16,-0.19831939221992623,0.015421234591050815,-0.22045756644622905,0.0049565822014071325,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PTPN9,0.17804312194390184,3.7075707901437243,0.00026665202189020545,0.0041055216473785084,7.531053034138099,194,16,0.1810767800347319,0.01096239298804868,0.1742334117834407,0.004246108757479598,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ACSF2,0.2117792243234539,3.7069941604868015,0.0002672226576974798,0.004109246822304911,6.007216262500001,194,16,0.2010699174490733,0.019279333079271238,0.2252281213284982,0.0018825478239775978,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
POLD2,-0.2065033328562888,-3.700117667409205,0.00027411711518328445,0.004201930984996636,7.611383585471428,194,16,-0.1916651289791594,0.0211342942790453,-0.2251373563299561,0.005037480690195809,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NPC1,-0.33788854993366624,-3.699995849404608,0.0002742407515263651,0.004201930984996636,5.27163411664762,194,16,-0.3052233584236168,0.05146507499781013,-0.37890995322529286,0.0002471813031798584,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RASSF4,-0.23928363208761147,-3.699978687930824,0.0002742581733928375,0.004201930984996636,7.053344677785715,194,16,-0.21913948333332803,0.01640384243456994,-0.26458093517441955,0.004780616041120279,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NANS,-0.2905581317815628,-3.6986818337147707,0.00027557773101574056,0.004216727593788688,7.20784639345238,194,16,-0.2595570089050856,0.030634015229468396,-0.329489774463672,0.0005916019885093698,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PDE4D,-0.3416196737861235,-3.6983674594382507,0.0002758985099759356,0.004216727593788688,7.547277014585715,194,16,-0.4180448060463035,0.001489609689675276,-0.24564392629650808,0.04790044616893113,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TPRKB,-0.400322632753863,-3.6921569017072113,0.000282308297801944,0.004309424101489504,6.637404734390474,194,16,-0.39396943531017514,0.0098135820440776,-0.4083010667528898,0.004940213902055486,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATP6V0A2,-0.1488064655973039,-3.689595316003579,0.0002849927712299094,0.004345097104776009,4.728365064314287,194,16,-0.14039123495600989,0.024493229885684857,-0.15937442965842613,0.0019240990839009201,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SEPT6,0.2623932751011303,3.685515512401313,0.00028931807778625617,0.00440566943786087,6.47892363920952,194,16,0.2356936923680751,0.022590080065993657,0.29592298364973335,0.0014571266978974384,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NT5DC2,-0.38475374480928276,-3.684744877746404,0.0002901420082617417,0.004412841103757049,6.5624226437238065,194,16,-0.3648024460833299,0.021329131431948655,-0.40980886413952505,0.0022712943978689224,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
INTS12,-0.27212916222360267,-3.678830698434909,0.00029653927995854567,0.0045046586610470694,6.760226610919046,194,16,-0.2750282572152782,0.007408415971598218,-0.26848843828052754,0.00828580908769943,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SPINK1,-0.2333523596900914,-3.677835335827813,0.00029762894127844975,0.0045157245435232755,4.815456197652382,194,16,-0.24194738416899197,0.023469583442153764,-0.22255860801888955,0.015511520138852949,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SYNRG,0.2136487766185268,3.6773478778190625,0.0002981639566568613,0.0045183585286352485,6.484042100090476,194,16,0.23107066823150507,0.0051940693726574725,0.191770122034897,0.011362078128969994,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NID2,0.32144168352900904,3.6767698734250844,0.00029879952774418113,0.004522508106365318,7.015816506780949,194,16,0.34799999775693846,0.012691730648004666,0.2880893819404074,0.00480955969307233,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NME6,0.16935352535437687,3.676176624599066,0.00029945319014490723,0.004523785427545655,5.9093422037380945,194,16,0.15165475557871114,0.029320421111632373,0.19157988739825632,0.0010338379505490966,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SPAG9,-0.27392066643234175,-3.676036655521737,0.0002996076095031037,0.004523785427545655,5.934095742019049,194,16,-0.26260196257638013,0.02805171291810563,-0.2881348526700488,0.002041543473618441,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
YEATS2,0.2613454104999696,3.6712882774493,0.00030489091506420577,0.004598005090630519,5.124029750223811,194,16,0.2564206188055705,0.015525171763257897,0.2675300326279005,0.0028656394888146807,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HLA-DMB,0.4161993422937918,3.670729384625621,0.00030551851679885746,0.004598411081907243,7.949707387714287,194,16,0.44450788275001635,0.007407466003238033,0.38064908218606913,0.005128829796840072,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RNF144A,0.23989783925256894,3.670609352521084,0.0003056534641709262,0.004598411081907243,6.532454514142859,194,16,0.24681681415737836,0.010255337612995805,0.23120889402325523,0.007040060227307489,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TBCB,0.18199379662112414,3.670064415730558,0.00030626682228207953,0.004602100735781921,8.581698224342865,194,16,0.19825593450923826,0.004975547075798146,0.16157157694767077,0.022731327142724602,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GSTZ1,0.2046516200502578,3.6673562410961122,0.00030933228499034426,0.0046425837058214695,6.737377964790476,194,16,0.20290780596758531,0.018089475897074336,0.20684152610755496,0.003758844334322605,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CERS6,-0.2981984675090333,-3.665975922452081,0.00031090581622581127,0.004660604933399391,8.715398023104756,194,16,-0.32785609433797946,0.006756278091091169,-0.26095400590987683,0.02427419282002756,GSE5406,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
