gse,platform,technology,concordance_sig_in_both,concordance_pass,rho_sig_in_both,rho_sig_in_both_pass,rho_all_shared,rho_all_shared_thresholded,permutation_n_sig,permutation_pass,NPPA_log2FC,NPPA_fdr,NPPA_up_sig,NPPB_log2FC,NPPB_fdr,NPPB_up_sig,below_threshold_4_3,passes_thresholds
GSE5406,GPL96,Affymetrix HG-U133A microarray,0.845821325648415,True,0.712570555105749,True,0.3473226428724922,no_prespec_threshold,0,True,1.8561145153723522,3.3025257489895804e-08,True,-0.14177077528159204,0.8958993007517515,False,False,True
GSE1869,GPL96,Affymetrix HG-U133A microarray,0.6015325670498084,False,0.18664965814215617,False,-0.07637955752528168,no_prespec_threshold,0,True,1.4851686069946055,0.13096750654904035,False,1.931115151903222,0.1556023613749425,False,True,False
GSE57345,GPL11532,Affymetrix HuGene-1_1-st microarray,0.8190173206079887,True,0.7742918953454816,True,0.4787316840297665,no_prespec_threshold,0,True,1.732709206530952,1.064970359579271e-12,True,0.30321755732981537,0.2654363523438386,False,False,True
