gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
SLC47A2,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC48A1,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC49A3,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC49A4,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC4A1,"Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC4A10,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC4A11,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
SLC4A1AP,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLC4A2,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC4A3,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC4A4,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC4A5,"Cancer-related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC4A7,"Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC4A8,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC4A9,"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC50A1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC51A,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC51B,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC52A1,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
SLC52A2,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC52A3,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC5A1,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC5A10,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A11,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A12,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A2,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A3,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A4,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A5,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC5A6,"Disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
SLC5A7,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A8,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC5A9,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC66A1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC66A2,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC66A3,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLC6A1,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A11,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A12,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC6A13,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A14,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A15,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC6A16,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC6A17,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A18,"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A19,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A2,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC6A20,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A3,"Disease related genes, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A4,"FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A5,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC6A6,"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A7,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC6A8,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
SLC6A9,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
SLC7A1,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A10,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A11,"FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC7A13,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A14,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A2,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A3,"FDA approved drug targets, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A4,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A5,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A6,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC7A6OS,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLC7A7,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC7A8,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC7A9,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC8A1,"FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Intracellular and membrane,Transport,False,False,True,True,False,none,False
SLC8A2,"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC8A3,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC8B1,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC9A1,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9A2,"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC9A3,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9A3R1,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
SLC9A3R2,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SLC9A4,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9A5,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC9A6,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC9A7,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC9A8,"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLC9A9,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9B1,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLC9B2,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9C1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLC9C2,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO1A2,"Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
SLCO1B1,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLCO1B3,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO1B3-SLCO1B7,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLCO1C1,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO2A1,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO2B1,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLCO3A1,"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SLCO4A1,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO4C1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO5A1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLCO6A1,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SLF1,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SLF2,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SLFN11,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLFN12,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLFN12L,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLFN13,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLFN14,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLFN5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLFNL1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLIRP,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLIT1,Predicted secreted proteins,Secreted in brain,Developmental protein,True,False,False,False,False,extended,False
SLIT2,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Secreted in other tissues,Developmental protein,True,False,True,True,False,extended,False
SLIT3,"Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,Developmental protein,True,False,False,True,False,extended,False
SLITRK1,"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted in brain,No annotated function,True,True,True,False,False,core,False
SLITRK2,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLITRK3,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SLITRK4,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLITRK5,Predicted membrane proteins,,,False,False,True,False,False,none,False
SLITRK6,"Disease related genes, Human disease related genes, Predicted membrane proteins",,,False,False,True,False,False,none,False
SLK,"Enzymes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SLMAP,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SLN,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SLPI,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Secreted to blood,Immunity,True,True,False,False,True,core,False
SLTM,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLU7,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLURP1,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins, Transporters",Secreted in other tissues,Cytokine,True,True,False,False,False,core,False
SLURP2,Predicted secreted proteins,Secreted in other tissues,No annotated function,True,False,False,False,False,extended,False
SLX1A,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLX1B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SLX4,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLX4IP,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SLX9,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMAD1,"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAD2,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors",,,False,True,True,True,False,none,False
SMAD3,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAD4,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAD5,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAD6,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",,,False,True,False,True,False,none,False
SMAD7,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAD9,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMAGP,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMAP1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMAP2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMARCA1,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMARCA2,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMARCA4,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMARCA5,"Essential proteins, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMARCAD1,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMARCAL1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMARCB1,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMARCC1,"Plasma proteins, Predicted intracellular proteins, Transcription factors",,,False,True,False,True,False,none,False
SMARCC2,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SMARCD1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMARCD2,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMARCD3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMARCE1,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",,,False,True,False,True,False,none,False
SMC1A,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMC1B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMC2,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMC3,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMC4,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMC5,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMC6,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMCHD1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMCO1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMCO2,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMCO3,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMCO4,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMCP,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMCR8,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMDT1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SMG1,"Enzymes, Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMG5,"Essential proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
SMG6,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMG7,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMG8,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMG9,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM1,"Blood group antigen proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SMIM10,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM10L1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM10L2A,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM10L2B,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM11,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM12,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM13,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM14,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM15,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM17,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM18,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM19,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM2,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SMIM20,"Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,No annotated function,True,False,True,False,True,extended,False
SMIM21,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM22,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM23,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM24,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM26,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM27,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM28,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM29,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM3,"Essential proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
SMIM30,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM31,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM32,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM33,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM34,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM35,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM36,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM38,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM39,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM4,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM40,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM41,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM42,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM43,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMIM44,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM45,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM46,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM5,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMIM6,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SMIM7,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM8,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMIM9,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMKR1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMLR1,Predicted membrane proteins,,,False,False,True,False,False,none,False
SMN1,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMN2,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMNDC1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMO,"Cancer-related genes, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
SMOC1,"Disease related genes, Human disease related genes, Predicted secreted proteins",Secreted to extracellular matrix,Developmental protein,True,False,False,False,False,extended,False
SMOC2,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,No annotated function,True,False,False,True,False,extended,False
SMOX,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMPD1,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,False,False,True,True,extended,False
SMPD2,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMPD3,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMPD4,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMPDL3A,"Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,False,False,True,True,extended,False
SMPDL3B,Predicted secreted proteins,Secreted to blood,Immunity,True,False,False,False,True,extended,False
SMPX,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMR3A,Predicted secreted proteins,Secreted to digestive system,No annotated function,True,False,False,False,False,extended,False
SMR3B,"Essential proteins, Predicted secreted proteins",Secreted to digestive system,No annotated function,True,False,False,False,False,extended,False
SMS,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMTN,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SMTNL1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMTNL2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMU1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMUG1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SMURF1,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMURF2,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMYD1,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMYD2,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMYD3,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SMYD4,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SMYD5,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNAI1,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SNAI2,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SNAI3,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SNAP23,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
SNAP25,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SNAP29,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNAP47,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SNAP91,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNAPC1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNAPC2,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNAPC3,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNAPC4,"Essential proteins, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SNAPC5,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNAPIN,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
