gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
A1BG,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,No annotated function,True,True,False,True,True,core,False
A1CF,Predicted intracellular proteins,,,False,False,False,True,False,none,False
A2M,"Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Secreted to blood,Enzyme inhibitor,True,True,False,False,True,core,False
A2ML1,"Disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,Enzyme inhibitor,True,False,False,True,False,extended,False
A3GALT2,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
A4GALT,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
A4GNT,"Metabolic proteins, Predicted intracellular proteins",Intracellular and membrane,Enzyme,False,False,False,True,False,none,False
AAAS,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
AACS,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
AADAC,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AADACL2,Predicted secreted proteins,Secreted in other tissues,Enzyme,True,False,False,False,False,extended,False
AADACL3,Predicted membrane proteins,,,False,False,True,False,False,none,False
AADACL4,Predicted membrane proteins,,,False,False,True,False,False,none,False
AADAT,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AAGAB,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
AAK1,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AAMDC,Predicted intracellular proteins,,,False,False,False,True,False,none,False
AAMP,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
AANAT,"Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AAR2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
AARD,Predicted intracellular proteins,,,False,False,False,True,False,none,False
AARS1,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
AARS2,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AARSD1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
AASDH,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
AASDHPPT,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AASS,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AATF,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
AATK,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABAT,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABCA1,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCA10,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCA12,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCA13,Predicted membrane proteins,,,False,False,True,False,False,none,False
ABCA2,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCA3,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCA4,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCA5,"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCA6,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCA7,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCA8,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCA9,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCB1,"Cancer-related genes, CD markers, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCB10,"Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCB11,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCB4,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCB5,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCB6,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",Intracellular and membrane,Transport,False,False,True,False,False,none,False
ABCB7,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCB8,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCB9,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCC1,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCC10,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCC11,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCC12,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABCC2,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCC3,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCC4,"Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCC5,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCC6,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCC8,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ABCC9,"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCD1,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCD2,"Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCD3,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCD4,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ABCE1,"Essential proteins, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ABCF1,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
ABCF2,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ABCF2-H2BK1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABCF3,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ABCG1,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCG2,"Cancer-related genes, CD markers, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCG4,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ABCG5,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABCG8,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ABHD1,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABHD10,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD11,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD12,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABHD12B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABHD13,Predicted membrane proteins,,,False,False,True,False,False,none,False
ABHD14A,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABHD14A-ACY1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABHD14B,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABHD15,Predicted secreted proteins,Secreted to blood,No annotated function,True,False,False,False,True,extended,False
ABHD16A,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ABHD16B,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABHD17A,"Enzymes, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ABHD17B,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD17C,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD18,Predicted intracellular proteins,Intracellular and membrane,No annotated function,False,False,False,True,False,none,False
ABHD2,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABHD3,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ABHD4,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD5,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABHD6,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ABHD8,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABI1,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABI2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABI3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABI3BP,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,No annotated function,True,True,False,True,False,core,False
ABITRAM,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABL1,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins",,,False,False,False,True,False,none,False
ABL2,"Cancer-related genes, Enzymes, Predicted intracellular proteins, RAS pathway related proteins",,,False,False,False,True,False,none,False
ABLIM1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABLIM2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABLIM3,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABO,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,,True,False,True,True,True,extended,False
ABR,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABRA,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABRACL,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ABRAXAS1,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABRAXAS2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABT1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABTB1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ABTB2,"Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ABTB3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACAA1,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACAA2,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACACA,"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACACB,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Intracellular and membrane,Enzyme,False,True,False,True,False,none,False
ACAD10,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACAD11,"Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACAD8,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACAD9,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACADL,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACADM,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACADS,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACADSB,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACADVL,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACAN,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,No annotated function,True,False,False,True,False,extended,True
ACAP1,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACAP2,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACAP3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACAT1,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACAT2,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACBD3,"Plasma proteins, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
ACBD4,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACBD5,"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ACBD6,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACBD7,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACCS,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACCSL,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACD,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACE,"Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,True,True,True,True,core,False
ACE2,"Enzymes, Metabolic proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Secreted to blood,Receptor,True,False,True,False,True,extended,False
ACER1,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACER2,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACER3,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACHE,"Blood group antigen proteins, Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Enzyme,False,False,True,True,False,none,False
ACIN1,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
ACKR1,"Blood group antigen proteins, CD markers, G-protein coupled receptors, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ACKR2,"G-protein coupled receptors, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ACKR3,"Cancer-related genes, Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACKR4,"G-protein coupled receptors, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACLY,"Cancer-related genes, Citric acid cycle related proteins, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACMSD,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACO1,"Cancer-related genes, Citric acid cycle related proteins, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACO2,"Citric acid cycle related proteins, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACOD1,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT1,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT11,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT12,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ACOT13,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT2,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACOT4,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT6,"Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT7,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOT8,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACOT9,"Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOX1,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOX2,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOX3,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACOXL,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACP1,"Enzymes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACP2,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACP3,"Cancer-related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,True,True,True,True,core,False
ACP4,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACP5,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Intracellular and membrane,Enzyme,False,True,False,True,False,none,False
ACP6,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Intracellular and membrane,Enzyme,False,False,False,True,False,none,False
ACP7,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted - unknown location,Enzyme,True,False,False,True,False,extended,False
ACR,"Enzymes, Predicted secreted proteins",Secreted in male reproductive system,Enzyme,True,False,False,False,False,extended,False
ACRBP,Predicted secreted proteins,Secreted in male reproductive system,No annotated function,True,False,False,False,False,extended,False
ACRV1,Predicted secreted proteins,Secreted in male reproductive system,No annotated function,True,False,False,False,False,extended,False
ACSBG1,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACSBG2,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSF2,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSF3,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSL1,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ACSL3,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSL4,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ACSL5,"Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
ACSL6,"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSM1,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSM2A,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSM2B,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSM3,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACSM4,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACSM5,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACSM6,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACSS1,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSS2,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACSS3,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACTA1,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTA2,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTB,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTBL2,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTC1,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTG1,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTG2,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTL10,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTL6A,"Disease related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTL6B,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTL7A,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTL7B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTL8,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTL9,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTN1,"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTN2,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
ACTN3,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTN4,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTR10,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTR1A,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTR1B,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTR2,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTR3,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ACTR3B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTR3C,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTR5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTR6,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTR8,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTRT1,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACTRT2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACTRT3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ACVR1,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACVR1B,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ACVR1C,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
ACVR2A,"Cancer-related genes, Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACVR2B,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ACVRL1,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
ACY1,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
