gene,gencodeId,tissue,median_tpm
PDGFD,ENSG00000170962.12,Nerve_Tibial,25.7714
PDGFD,ENSG00000170962.12,Ovary,80.168
PDGFD,ENSG00000170962.12,Pancreas,11.3536
PDGFD,ENSG00000170962.12,Pituitary,24.1982
PDGFD,ENSG00000170962.12,Prostate,9.90761
PDGFD,ENSG00000170962.12,Skin_Not_Sun_Exposed_Suprapubic,6.39157
PDGFD,ENSG00000170962.12,Skin_Sun_Exposed_Lower_leg,11.5612
PDGFD,ENSG00000170962.12,Small_Intestine_Terminal_Ileum,3.8310400000000002
PDGFD,ENSG00000170962.12,Spleen,2.52507
PDGFD,ENSG00000170962.12,Stomach,12.1653
PDGFD,ENSG00000170962.12,Testis,3.0491900000000003
PDGFD,ENSG00000170962.12,Thyroid,40.1276
PDGFD,ENSG00000170962.12,Uterus,13.5349
PDGFD,ENSG00000170962.12,Vagina,26.7793
PDGFD,ENSG00000170962.12,Whole_Blood,1.16452
IGF2,ENSG00000167244.18,Adipose_Subcutaneous,66.2048
IGF2,ENSG00000167244.18,Adipose_Visceral_Omentum,103.166
IGF2,ENSG00000167244.18,Adrenal_Gland,29.7511
IGF2,ENSG00000167244.18,Artery_Aorta,13.5256
IGF2,ENSG00000167244.18,Artery_Coronary,27.916
IGF2,ENSG00000167244.18,Artery_Tibial,39.4475
IGF2,ENSG00000167244.18,Bladder,27.6031
IGF2,ENSG00000167244.18,Brain_Amygdala,2.25272
IGF2,ENSG00000167244.18,Brain_Anterior_cingulate_cortex_BA24,2.39982
IGF2,ENSG00000167244.18,Brain_Caudate_basal_ganglia,3.9689400000000004
IGF2,ENSG00000167244.18,Brain_Cerebellar_Hemisphere,1.63683
IGF2,ENSG00000167244.18,Brain_Cerebellum,2.07166
IGF2,ENSG00000167244.18,Brain_Cortex,2.2287
IGF2,ENSG00000167244.18,Brain_Frontal_Cortex_BA9,2.18605
IGF2,ENSG00000167244.18,Brain_Hippocampus,2.93807
IGF2,ENSG00000167244.18,Brain_Hypothalamus,3.6471400000000003
IGF2,ENSG00000167244.18,Brain_Nucleus_accumbens_basal_ganglia,2.96264
IGF2,ENSG00000167244.18,Brain_Putamen_basal_ganglia,3.9447400000000004
IGF2,ENSG00000167244.18,Brain_Spinal_cord_cervical_c-1,6.70613
IGF2,ENSG00000167244.18,Brain_Substantia_nigra,4.35521
IGF2,ENSG00000167244.18,Breast_Mammary_Tissue,47.8364
IGF2,ENSG00000167244.18,Cells_Cultured_fibroblasts,20.6429
IGF2,ENSG00000167244.18,Cells_EBV-transformed_lymphocytes,0.0988314
IGF2,ENSG00000167244.18,Cervix_Ectocervix,58.1908
IGF2,ENSG00000167244.18,Cervix_Endocervix,74.2122
IGF2,ENSG00000167244.18,Colon_Sigmoid,23.3714
IGF2,ENSG00000167244.18,Colon_Transverse,9.71786
IGF2,ENSG00000167244.18,Esophagus_Gastroesophageal_Junction,24.4316
IGF2,ENSG00000167244.18,Esophagus_Mucosa,5.77211
IGF2,ENSG00000167244.18,Esophagus_Muscularis,22.6569
IGF2,ENSG00000167244.18,Fallopian_Tube,96.7206
IGF2,ENSG00000167244.18,Heart_Atrial_Appendage,29.7408
IGF2,ENSG00000167244.18,Heart_Left_Ventricle,29.1739
IGF2,ENSG00000167244.18,Kidney_Cortex,9.6899
IGF2,ENSG00000167244.18,Kidney_Medulla,31.3255
IGF2,ENSG00000167244.18,Liver,83.4802
IGF2,ENSG00000167244.18,Lung,9.20434
IGF2,ENSG00000167244.18,Minor_Salivary_Gland,9.86379
IGF2,ENSG00000167244.18,Muscle_Skeletal,22.1921
IGF2,ENSG00000167244.18,Nerve_Tibial,89.3937
IGF2,ENSG00000167244.18,Ovary,52.3836
IGF2,ENSG00000167244.18,Pancreas,3.2314
IGF2,ENSG00000167244.18,Pituitary,25.5379
IGF2,ENSG00000167244.18,Prostate,12.7671
IGF2,ENSG00000167244.18,Skin_Not_Sun_Exposed_Suprapubic,4.7695
IGF2,ENSG00000167244.18,Skin_Sun_Exposed_Lower_leg,8.62364
IGF2,ENSG00000167244.18,Small_Intestine_Terminal_Ileum,8.671669999999999
IGF2,ENSG00000167244.18,Spleen,6.70212
IGF2,ENSG00000167244.18,Stomach,4.2588
IGF2,ENSG00000167244.18,Testis,18.7601
IGF2,ENSG00000167244.18,Thyroid,17.5045
IGF2,ENSG00000167244.18,Uterus,60.5744
IGF2,ENSG00000167244.18,Vagina,24.465999999999998
IGF2,ENSG00000167244.18,Whole_Blood,0.340654
INHBA,ENSG00000122641.10,Adipose_Subcutaneous,1.00767
INHBA,ENSG00000122641.10,Adipose_Visceral_Omentum,0.5276390000000001
INHBA,ENSG00000122641.10,Adrenal_Gland,0.5399109999999999
INHBA,ENSG00000122641.10,Artery_Aorta,19.3257
INHBA,ENSG00000122641.10,Artery_Coronary,17.729
INHBA,ENSG00000122641.10,Artery_Tibial,21.2235
INHBA,ENSG00000122641.10,Bladder,0.807492
INHBA,ENSG00000122641.10,Brain_Amygdala,0.274517
INHBA,ENSG00000122641.10,Brain_Anterior_cingulate_cortex_BA24,0.264928
INHBA,ENSG00000122641.10,Brain_Caudate_basal_ganglia,0.6191439999999999
INHBA,ENSG00000122641.10,Brain_Cerebellar_Hemisphere,0.195857
INHBA,ENSG00000122641.10,Brain_Cerebellum,0.220298
INHBA,ENSG00000122641.10,Brain_Cortex,0.208308
INHBA,ENSG00000122641.10,Brain_Frontal_Cortex_BA9,0.319936
INHBA,ENSG00000122641.10,Brain_Hippocampus,0.301071
INHBA,ENSG00000122641.10,Brain_Hypothalamus,0.397294
INHBA,ENSG00000122641.10,Brain_Nucleus_accumbens_basal_ganglia,0.638533
INHBA,ENSG00000122641.10,Brain_Putamen_basal_ganglia,0.5550350000000001
INHBA,ENSG00000122641.10,Brain_Spinal_cord_cervical_c-1,0.9000940000000001
INHBA,ENSG00000122641.10,Brain_Substantia_nigra,0.299322
INHBA,ENSG00000122641.10,Breast_Mammary_Tissue,1.01747
INHBA,ENSG00000122641.10,Cells_Cultured_fibroblasts,17.0604
INHBA,ENSG00000122641.10,Cells_EBV-transformed_lymphocytes,0.160736
INHBA,ENSG00000122641.10,Cervix_Ectocervix,1.11733
INHBA,ENSG00000122641.10,Cervix_Endocervix,1.8144200000000001
INHBA,ENSG00000122641.10,Colon_Sigmoid,0.9538139999999999
INHBA,ENSG00000122641.10,Colon_Transverse,0.27465500000000004
INHBA,ENSG00000122641.10,Esophagus_Gastroesophageal_Junction,7.2045
INHBA,ENSG00000122641.10,Esophagus_Mucosa,0.42392299999999994
INHBA,ENSG00000122641.10,Esophagus_Muscularis,7.78883
INHBA,ENSG00000122641.10,Fallopian_Tube,1.35445
INHBA,ENSG00000122641.10,Heart_Atrial_Appendage,1.8747
INHBA,ENSG00000122641.10,Heart_Left_Ventricle,0.379085
INHBA,ENSG00000122641.10,Kidney_Cortex,0.506008
INHBA,ENSG00000122641.10,Kidney_Medulla,2.17162
INHBA,ENSG00000122641.10,Liver,2.17683
INHBA,ENSG00000122641.10,Lung,8.31837
INHBA,ENSG00000122641.10,Minor_Salivary_Gland,3.28556
INHBA,ENSG00000122641.10,Muscle_Skeletal,0.174554
INHBA,ENSG00000122641.10,Nerve_Tibial,4.62899
INHBA,ENSG00000122641.10,Ovary,3.3404199999999995
INHBA,ENSG00000122641.10,Pancreas,0.123672
INHBA,ENSG00000122641.10,Pituitary,0.440453
INHBA,ENSG00000122641.10,Prostate,1.54531
INHBA,ENSG00000122641.10,Skin_Not_Sun_Exposed_Suprapubic,1.8132700000000002
INHBA,ENSG00000122641.10,Skin_Sun_Exposed_Lower_leg,2.3359400000000003
INHBA,ENSG00000122641.10,Small_Intestine_Terminal_Ileum,0.53022
INHBA,ENSG00000122641.10,Spleen,0.186353
INHBA,ENSG00000122641.10,Stomach,0.313134
INHBA,ENSG00000122641.10,Testis,1.1053
INHBA,ENSG00000122641.10,Thyroid,1.2483799999999998
INHBA,ENSG00000122641.10,Uterus,4.44382
INHBA,ENSG00000122641.10,Vagina,1.26116
INHBA,ENSG00000122641.10,Whole_Blood,0.129451
VEGFB,ENSG00000173511.9,Adipose_Subcutaneous,337.64300000000003
VEGFB,ENSG00000173511.9,Adipose_Visceral_Omentum,283.876
VEGFB,ENSG00000173511.9,Adrenal_Gland,105.053
VEGFB,ENSG00000173511.9,Artery_Aorta,295.142
VEGFB,ENSG00000173511.9,Artery_Coronary,293.778
VEGFB,ENSG00000173511.9,Artery_Tibial,288.276
VEGFB,ENSG00000173511.9,Bladder,190.15900000000002
VEGFB,ENSG00000173511.9,Brain_Amygdala,101.926
VEGFB,ENSG00000173511.9,Brain_Anterior_cingulate_cortex_BA24,108.75399999999999
VEGFB,ENSG00000173511.9,Brain_Caudate_basal_ganglia,87.9631
VEGFB,ENSG00000173511.9,Brain_Cerebellar_Hemisphere,57.1184
VEGFB,ENSG00000173511.9,Brain_Cerebellum,71.4918
VEGFB,ENSG00000173511.9,Brain_Cortex,106.564
VEGFB,ENSG00000173511.9,Brain_Frontal_Cortex_BA9,98.5005
VEGFB,ENSG00000173511.9,Brain_Hippocampus,84.5922
VEGFB,ENSG00000173511.9,Brain_Hypothalamus,121.90299999999999
VEGFB,ENSG00000173511.9,Brain_Nucleus_accumbens_basal_ganglia,97.9586
VEGFB,ENSG00000173511.9,Brain_Putamen_basal_ganglia,82.7856
VEGFB,ENSG00000173511.9,Brain_Spinal_cord_cervical_c-1,91.1778
VEGFB,ENSG00000173511.9,Brain_Substantia_nigra,113.396
VEGFB,ENSG00000173511.9,Breast_Mammary_Tissue,203.88099999999997
VEGFB,ENSG00000173511.9,Cells_Cultured_fibroblasts,104.527
VEGFB,ENSG00000173511.9,Cells_EBV-transformed_lymphocytes,109.454
VEGFB,ENSG00000173511.9,Cervix_Ectocervix,220.00900000000001
VEGFB,ENSG00000173511.9,Cervix_Endocervix,235.997
VEGFB,ENSG00000173511.9,Colon_Sigmoid,239.463
VEGFB,ENSG00000173511.9,Colon_Transverse,110.751
VEGFB,ENSG00000173511.9,Esophagus_Gastroesophageal_Junction,199.625
VEGFB,ENSG00000173511.9,Esophagus_Mucosa,62.2582
VEGFB,ENSG00000173511.9,Esophagus_Muscularis,183.99
VEGFB,ENSG00000173511.9,Fallopian_Tube,162.45600000000002
VEGFB,ENSG00000173511.9,Heart_Atrial_Appendage,191.93900000000002
VEGFB,ENSG00000173511.9,Heart_Left_Ventricle,123.04
VEGFB,ENSG00000173511.9,Kidney_Cortex,78.8867
VEGFB,ENSG00000173511.9,Kidney_Medulla,87.7029
VEGFB,ENSG00000173511.9,Liver,24.9657
VEGFB,ENSG00000173511.9,Lung,155.898
VEGFB,ENSG00000173511.9,Minor_Salivary_Gland,82.9136
VEGFB,ENSG00000173511.9,Muscle_Skeletal,85.038
VEGFB,ENSG00000173511.9,Nerve_Tibial,182.801
VEGFB,ENSG00000173511.9,Ovary,164.118
VEGFB,ENSG00000173511.9,Pancreas,54.6588
VEGFB,ENSG00000173511.9,Pituitary,192.53
VEGFB,ENSG00000173511.9,Prostate,161.015
VEGFB,ENSG00000173511.9,Skin_Not_Sun_Exposed_Suprapubic,110.64399999999999
VEGFB,ENSG00000173511.9,Skin_Sun_Exposed_Lower_leg,126.7
VEGFB,ENSG00000173511.9,Small_Intestine_Terminal_Ileum,84.9995
VEGFB,ENSG00000173511.9,Spleen,97.9763
VEGFB,ENSG00000173511.9,Stomach,95.6295
VEGFB,ENSG00000173511.9,Testis,38.071
VEGFB,ENSG00000173511.9,Thyroid,179.97099999999998
VEGFB,ENSG00000173511.9,Uterus,193.99900000000002
VEGFB,ENSG00000173511.9,Vagina,130.592
VEGFB,ENSG00000173511.9,Whole_Blood,17.0869
TNF,ENSG00000232810.3,Adipose_Subcutaneous,0.245964
TNF,ENSG00000232810.3,Adipose_Visceral_Omentum,1.0557
TNF,ENSG00000232810.3,Adrenal_Gland,0.742848
TNF,ENSG00000232810.3,Artery_Aorta,0.538432
TNF,ENSG00000232810.3,Artery_Coronary,0.5403180000000001
TNF,ENSG00000232810.3,Artery_Tibial,0.09315930000000001
TNF,ENSG00000232810.3,Bladder,0.255521
TNF,ENSG00000232810.3,Brain_Amygdala,0.0921465
TNF,ENSG00000232810.3,Brain_Anterior_cingulate_cortex_BA24,0.064928
TNF,ENSG00000232810.3,Brain_Caudate_basal_ganglia,0.11058499999999999
TNF,ENSG00000232810.3,Brain_Cerebellar_Hemisphere,0.0811046
TNF,ENSG00000232810.3,Brain_Cerebellum,0.0751091
TNF,ENSG00000232810.3,Brain_Cortex,0.107208
TNF,ENSG00000232810.3,Brain_Frontal_Cortex_BA9,0.0973311
TNF,ENSG00000232810.3,Brain_Hippocampus,0.10687999999999999
TNF,ENSG00000232810.3,Brain_Hypothalamus,0.09014889999999999
TNF,ENSG00000232810.3,Brain_Nucleus_accumbens_basal_ganglia,0.0948527
TNF,ENSG00000232810.3,Brain_Putamen_basal_ganglia,0.0973808
TNF,ENSG00000232810.3,Brain_Spinal_cord_cervical_c-1,0.20851999999999998
TNF,ENSG00000232810.3,Brain_Substantia_nigra,0.175496
TNF,ENSG00000232810.3,Breast_Mammary_Tissue,0.516196
TNF,ENSG00000232810.3,Cells_Cultured_fibroblasts,0.129002
TNF,ENSG00000232810.3,Cells_EBV-transformed_lymphocytes,133.014
TNF,ENSG00000232810.3,Cervix_Ectocervix,0.135166
TNF,ENSG00000232810.3,Cervix_Endocervix,0.0934448
TNF,ENSG00000232810.3,Colon_Sigmoid,0.49720200000000003
TNF,ENSG00000232810.3,Colon_Transverse,0.757424
TNF,ENSG00000232810.3,Esophagus_Gastroesophageal_Junction,0.333264
TNF,ENSG00000232810.3,Esophagus_Mucosa,0.697906
TNF,ENSG00000232810.3,Esophagus_Muscularis,0.396716
TNF,ENSG00000232810.3,Fallopian_Tube,0.45486099999999996
TNF,ENSG00000232810.3,Heart_Atrial_Appendage,0.34479699999999996
TNF,ENSG00000232810.3,Heart_Left_Ventricle,0.432489
TNF,ENSG00000232810.3,Kidney_Cortex,0.8566469999999999
TNF,ENSG00000232810.3,Kidney_Medulla,0.863079
TNF,ENSG00000232810.3,Liver,0.304562
TNF,ENSG00000232810.3,Lung,2.68089
TNF,ENSG00000232810.3,Minor_Salivary_Gland,0.35176999999999997
TNF,ENSG00000232810.3,Muscle_Skeletal,0.079664
TNF,ENSG00000232810.3,Nerve_Tibial,0.113436
TNF,ENSG00000232810.3,Ovary,0.11084100000000001
TNF,ENSG00000232810.3,Pancreas,0.134426
TNF,ENSG00000232810.3,Pituitary,0.23106999999999997
TNF,ENSG00000232810.3,Prostate,0.251783
TNF,ENSG00000232810.3,Skin_Not_Sun_Exposed_Suprapubic,1.6811599999999998
TNF,ENSG00000232810.3,Skin_Sun_Exposed_Lower_leg,1.23204
TNF,ENSG00000232810.3,Small_Intestine_Terminal_Ileum,2.02127
TNF,ENSG00000232810.3,Spleen,8.95982
TNF,ENSG00000232810.3,Stomach,0.39238
TNF,ENSG00000232810.3,Testis,0.173506
TNF,ENSG00000232810.3,Thyroid,0.275485
TNF,ENSG00000232810.3,Uterus,0.22765700000000003
TNF,ENSG00000232810.3,Vagina,0.251793
TNF,ENSG00000232810.3,Whole_Blood,4.5664
IGF1,ENSG00000017427.15,Adipose_Subcutaneous,19.6635
IGF1,ENSG00000017427.15,Adipose_Visceral_Omentum,29.4372
IGF1,ENSG00000017427.15,Adrenal_Gland,3.3679699999999997
IGF1,ENSG00000017427.15,Artery_Aorta,6.27683
IGF1,ENSG00000017427.15,Artery_Coronary,23.1226
IGF1,ENSG00000017427.15,Artery_Tibial,10.6598
IGF1,ENSG00000017427.15,Bladder,10.8598
IGF1,ENSG00000017427.15,Brain_Amygdala,0.23938099999999998
IGF1,ENSG00000017427.15,Brain_Anterior_cingulate_cortex_BA24,0.286364
IGF1,ENSG00000017427.15,Brain_Caudate_basal_ganglia,0.242842
IGF1,ENSG00000017427.15,Brain_Cerebellar_Hemisphere,0.17217000000000002
IGF1,ENSG00000017427.15,Brain_Cerebellum,0.349537
IGF1,ENSG00000017427.15,Brain_Cortex,0.23049099999999997
IGF1,ENSG00000017427.15,Brain_Frontal_Cortex_BA9,0.27829499999999996
IGF1,ENSG00000017427.15,Brain_Hippocampus,0.30897600000000003
IGF1,ENSG00000017427.15,Brain_Hypothalamus,0.395352
IGF1,ENSG00000017427.15,Brain_Nucleus_accumbens_basal_ganglia,0.168638
IGF1,ENSG00000017427.15,Brain_Putamen_basal_ganglia,0.16250699999999998
IGF1,ENSG00000017427.15,Brain_Spinal_cord_cervical_c-1,0.55115
IGF1,ENSG00000017427.15,Brain_Substantia_nigra,0.322369
IGF1,ENSG00000017427.15,Breast_Mammary_Tissue,26.1292
IGF1,ENSG00000017427.15,Cells_Cultured_fibroblasts,0.0447994
IGF1,ENSG00000017427.15,Cells_EBV-transformed_lymphocytes,14.241
IGF1,ENSG00000017427.15,Cervix_Ectocervix,41.1533
IGF1,ENSG00000017427.15,Cervix_Endocervix,46.6588
IGF1,ENSG00000017427.15,Colon_Sigmoid,4.78302
IGF1,ENSG00000017427.15,Colon_Transverse,3.0270799999999998
IGF1,ENSG00000017427.15,Esophagus_Gastroesophageal_Junction,11.1711
IGF1,ENSG00000017427.15,Esophagus_Mucosa,1.6893599999999998
IGF1,ENSG00000017427.15,Esophagus_Muscularis,9.98222
IGF1,ENSG00000017427.15,Fallopian_Tube,13.6169
IGF1,ENSG00000017427.15,Heart_Atrial_Appendage,4.8623400000000006
IGF1,ENSG00000017427.15,Heart_Left_Ventricle,1.47343
IGF1,ENSG00000017427.15,Kidney_Cortex,0.6354449999999999
IGF1,ENSG00000017427.15,Kidney_Medulla,0.258495
IGF1,ENSG00000017427.15,Liver,13.8385
IGF1,ENSG00000017427.15,Lung,8.10972
IGF1,ENSG00000017427.15,Minor_Salivary_Gland,5.3381300000000005
IGF1,ENSG00000017427.15,Muscle_Skeletal,2.48539
IGF1,ENSG00000017427.15,Nerve_Tibial,14.2892
IGF1,ENSG00000017427.15,Ovary,6.04509
IGF1,ENSG00000017427.15,Pancreas,1.08769
IGF1,ENSG00000017427.15,Pituitary,0.591827
IGF1,ENSG00000017427.15,Prostate,26.2997
IGF1,ENSG00000017427.15,Skin_Not_Sun_Exposed_Suprapubic,2.70483
IGF1,ENSG00000017427.15,Skin_Sun_Exposed_Lower_leg,2.64003
IGF1,ENSG00000017427.15,Small_Intestine_Terminal_Ileum,2.89698
IGF1,ENSG00000017427.15,Spleen,2.4917700000000003
IGF1,ENSG00000017427.15,Stomach,2.49218
IGF1,ENSG00000017427.15,Testis,4.86163
IGF1,ENSG00000017427.15,Thyroid,18.9747
IGF1,ENSG00000017427.15,Uterus,19.9833
IGF1,ENSG00000017427.15,Vagina,17.2427
IGF1,ENSG00000017427.15,Whole_Blood,0.06741799999999999
HBEGF,ENSG00000113070.7,Adipose_Subcutaneous,48.2142
HBEGF,ENSG00000113070.7,Adipose_Visceral_Omentum,101.95200000000001
HBEGF,ENSG00000113070.7,Adrenal_Gland,5.87081
HBEGF,ENSG00000113070.7,Artery_Aorta,25.2948
HBEGF,ENSG00000113070.7,Artery_Coronary,27.0594
HBEGF,ENSG00000113070.7,Artery_Tibial,15.6195
HBEGF,ENSG00000113070.7,Bladder,15.7783
HBEGF,ENSG00000113070.7,Brain_Amygdala,7.569160000000001
HBEGF,ENSG00000113070.7,Brain_Anterior_cingulate_cortex_BA24,6.35029
HBEGF,ENSG00000113070.7,Brain_Caudate_basal_ganglia,8.44196
HBEGF,ENSG00000113070.7,Brain_Cerebellar_Hemisphere,21.8385
HBEGF,ENSG00000113070.7,Brain_Cerebellum,22.0141
HBEGF,ENSG00000113070.7,Brain_Cortex,8.31072
HBEGF,ENSG00000113070.7,Brain_Frontal_Cortex_BA9,7.88743
HBEGF,ENSG00000113070.7,Brain_Hippocampus,10.8552
HBEGF,ENSG00000113070.7,Brain_Hypothalamus,11.1711
HBEGF,ENSG00000113070.7,Brain_Nucleus_accumbens_basal_ganglia,7.35186
HBEGF,ENSG00000113070.7,Brain_Putamen_basal_ganglia,8.66697
HBEGF,ENSG00000113070.7,Brain_Spinal_cord_cervical_c-1,29.7258
HBEGF,ENSG00000113070.7,Brain_Substantia_nigra,12.7952
HBEGF,ENSG00000113070.7,Breast_Mammary_Tissue,34.8805
HBEGF,ENSG00000113070.7,Cells_Cultured_fibroblasts,2.52768
HBEGF,ENSG00000113070.7,Cells_EBV-transformed_lymphocytes,1.7115599999999997
HBEGF,ENSG00000113070.7,Cervix_Ectocervix,14.0704
HBEGF,ENSG00000113070.7,Cervix_Endocervix,11.2952
HBEGF,ENSG00000113070.7,Colon_Sigmoid,18.3003
HBEGF,ENSG00000113070.7,Colon_Transverse,11.7633
HBEGF,ENSG00000113070.7,Esophagus_Gastroesophageal_Junction,13.9143
HBEGF,ENSG00000113070.7,Esophagus_Mucosa,33.1065
HBEGF,ENSG00000113070.7,Esophagus_Muscularis,12.4234
HBEGF,ENSG00000113070.7,Fallopian_Tube,26.9186
HBEGF,ENSG00000113070.7,Heart_Atrial_Appendage,23.7109
HBEGF,ENSG00000113070.7,Heart_Left_Ventricle,16.3475
HBEGF,ENSG00000113070.7,Kidney_Cortex,8.22556
HBEGF,ENSG00000113070.7,Kidney_Medulla,14.2176
HBEGF,ENSG00000113070.7,Liver,1.71325
HBEGF,ENSG00000113070.7,Lung,69.39
HBEGF,ENSG00000113070.7,Minor_Salivary_Gland,15.2127
HBEGF,ENSG00000113070.7,Muscle_Skeletal,15.5338
HBEGF,ENSG00000113070.7,Nerve_Tibial,65.6087
HBEGF,ENSG00000113070.7,Ovary,6.86561
HBEGF,ENSG00000113070.7,Pancreas,2.17362
HBEGF,ENSG00000113070.7,Pituitary,15.8501
HBEGF,ENSG00000113070.7,Prostate,19.7449
HBEGF,ENSG00000113070.7,Skin_Not_Sun_Exposed_Suprapubic,24.7102
HBEGF,ENSG00000113070.7,Skin_Sun_Exposed_Lower_leg,17.7587
HBEGF,ENSG00000113070.7,Small_Intestine_Terminal_Ileum,10.862
HBEGF,ENSG00000113070.7,Spleen,9.150789999999999
HBEGF,ENSG00000113070.7,Stomach,30.545
HBEGF,ENSG00000113070.7,Testis,13.2415
HBEGF,ENSG00000113070.7,Thyroid,26.2341
HBEGF,ENSG00000113070.7,Uterus,19.1577
HBEGF,ENSG00000113070.7,Vagina,28.6132
HBEGF,ENSG00000113070.7,Whole_Blood,4.4747900000000005
TGFB3,ENSG00000119699.7,Adipose_Subcutaneous,15.3864
TGFB3,ENSG00000119699.7,Adipose_Visceral_Omentum,31.4478
TGFB3,ENSG00000119699.7,Adrenal_Gland,16.0509
TGFB3,ENSG00000119699.7,Artery_Aorta,40.5254
TGFB3,ENSG00000119699.7,Artery_Coronary,39.3357
TGFB3,ENSG00000119699.7,Artery_Tibial,40.4152
TGFB3,ENSG00000119699.7,Bladder,24.2582
TGFB3,ENSG00000119699.7,Brain_Amygdala,16.7012
TGFB3,ENSG00000119699.7,Brain_Anterior_cingulate_cortex_BA24,7.82535
TGFB3,ENSG00000119699.7,Brain_Caudate_basal_ganglia,9.61514
TGFB3,ENSG00000119699.7,Brain_Cerebellar_Hemisphere,7.2722
TGFB3,ENSG00000119699.7,Brain_Cerebellum,8.054839999999999
TGFB3,ENSG00000119699.7,Brain_Cortex,8.548689999999999
TGFB3,ENSG00000119699.7,Brain_Frontal_Cortex_BA9,8.1588
TGFB3,ENSG00000119699.7,Brain_Hippocampus,18.8536
TGFB3,ENSG00000119699.7,Brain_Hypothalamus,11.689
TGFB3,ENSG00000119699.7,Brain_Nucleus_accumbens_basal_ganglia,7.371460000000001
TGFB3,ENSG00000119699.7,Brain_Putamen_basal_ganglia,14.5505
TGFB3,ENSG00000119699.7,Brain_Spinal_cord_cervical_c-1,31.3964
TGFB3,ENSG00000119699.7,Brain_Substantia_nigra,26.4303
TGFB3,ENSG00000119699.7,Breast_Mammary_Tissue,24.445999999999998
TGFB3,ENSG00000119699.7,Cells_Cultured_fibroblasts,3.8877300000000004
TGFB3,ENSG00000119699.7,Cells_EBV-transformed_lymphocytes,1.23306
TGFB3,ENSG00000119699.7,Cervix_Ectocervix,57.7616
TGFB3,ENSG00000119699.7,Cervix_Endocervix,77.7597
TGFB3,ENSG00000119699.7,Colon_Sigmoid,18.1228
TGFB3,ENSG00000119699.7,Colon_Transverse,6.8028699999999995
TGFB3,ENSG00000119699.7,Esophagus_Gastroesophageal_Junction,16.0831
TGFB3,ENSG00000119699.7,Esophagus_Mucosa,6.13579
TGFB3,ENSG00000119699.7,Esophagus_Muscularis,14.8378
TGFB3,ENSG00000119699.7,Fallopian_Tube,25.3333
TGFB3,ENSG00000119699.7,Heart_Atrial_Appendage,21.2575
TGFB3,ENSG00000119699.7,Heart_Left_Ventricle,8.8324
TGFB3,ENSG00000119699.7,Kidney_Cortex,8.56885
TGFB3,ENSG00000119699.7,Kidney_Medulla,10.4893
TGFB3,ENSG00000119699.7,Liver,6.08782
TGFB3,ENSG00000119699.7,Lung,28.649
TGFB3,ENSG00000119699.7,Minor_Salivary_Gland,13.4004
TGFB3,ENSG00000119699.7,Muscle_Skeletal,18.3086
TGFB3,ENSG00000119699.7,Nerve_Tibial,11.165
TGFB3,ENSG00000119699.7,Ovary,12.9358
TGFB3,ENSG00000119699.7,Pancreas,13.63
TGFB3,ENSG00000119699.7,Pituitary,14.7652
TGFB3,ENSG00000119699.7,Prostate,67.7684
TGFB3,ENSG00000119699.7,Skin_Not_Sun_Exposed_Suprapubic,6.21894
TGFB3,ENSG00000119699.7,Skin_Sun_Exposed_Lower_leg,6.715489999999999
TGFB3,ENSG00000119699.7,Small_Intestine_Terminal_Ileum,8.74333
TGFB3,ENSG00000119699.7,Spleen,7.21203
TGFB3,ENSG00000119699.7,Stomach,15.1558
TGFB3,ENSG00000119699.7,Testis,9.56098
TGFB3,ENSG00000119699.7,Thyroid,22.52
TGFB3,ENSG00000119699.7,Uterus,46.4904
TGFB3,ENSG00000119699.7,Vagina,25.0384
TGFB3,ENSG00000119699.7,Whole_Blood,0.581542
CTF1,ENSG00000150281.6,Adipose_Subcutaneous,10.6411
CTF1,ENSG00000150281.6,Adipose_Visceral_Omentum,10.6046
CTF1,ENSG00000150281.6,Adrenal_Gland,11.8108
CTF1,ENSG00000150281.6,Artery_Aorta,24.9173
CTF1,ENSG00000150281.6,Artery_Coronary,18.6256
CTF1,ENSG00000150281.6,Artery_Tibial,28.7574
CTF1,ENSG00000150281.6,Bladder,27.2895
CTF1,ENSG00000150281.6,Brain_Amygdala,4.35124
CTF1,ENSG00000150281.6,Brain_Anterior_cingulate_cortex_BA24,4.51579
CTF1,ENSG00000150281.6,Brain_Caudate_basal_ganglia,5.4769
CTF1,ENSG00000150281.6,Brain_Cerebellar_Hemisphere,1.72668
CTF1,ENSG00000150281.6,Brain_Cerebellum,2.56374
CTF1,ENSG00000150281.6,Brain_Cortex,4.22931
CTF1,ENSG00000150281.6,Brain_Frontal_Cortex_BA9,3.6963
CTF1,ENSG00000150281.6,Brain_Hippocampus,3.5793699999999995
CTF1,ENSG00000150281.6,Brain_Hypothalamus,3.7645699999999995
CTF1,ENSG00000150281.6,Brain_Nucleus_accumbens_basal_ganglia,6.30591
CTF1,ENSG00000150281.6,Brain_Putamen_basal_ganglia,4.550590000000001
CTF1,ENSG00000150281.6,Brain_Spinal_cord_cervical_c-1,3.1852
CTF1,ENSG00000150281.6,Brain_Substantia_nigra,4.069
CTF1,ENSG00000150281.6,Breast_Mammary_Tissue,12.3047
CTF1,ENSG00000150281.6,Cells_Cultured_fibroblasts,11.4628
CTF1,ENSG00000150281.6,Cells_EBV-transformed_lymphocytes,0.465871
CTF1,ENSG00000150281.6,Cervix_Ectocervix,39.122
