gene,gene_symbol,log2FC,t,p_value,fdr,mean_expr,n_case,n_ctrl
ENSG00000089195,TRMT6,-0.24317180730890617,-6.770323945632332,5.1857251898328955e-11,2.78893776319662e-10,11.539131703830005,194,166
ENSG00000149016,TUT1,0.5264833910708179,6.769943974826734,5.197830059593079e-11,2.7947246175524905e-10,10.177166067871998,194,166
ENSG00000251257,CTD-2263F21.1,-1.0451276069430846,-6.769849359236525,5.2008485767507436e-11,2.7956242698773203e-10,4.606748351520501,194,166
ENSG00000116489,CAPZA1,-0.3186882931708222,-6.769432245630561,5.214176274789013e-11,2.802063541928898e-10,13.418121653832523,194,166
ENSG00000181544,FANCB,-0.6542108127935323,-6.7677900267529605,5.266975609207813e-11,2.829633275835667e-10,5.667159145752809,194,166
ENSG00000092094,OSGEP,0.23241627590627204,6.767752066296767,5.26820227333054e-11,2.829633275835667e-10,12.695008083209986,194,166
ENSG00000108352,RAPGEFL1,-0.3575344270931398,-6.766510361310335,5.3084821378069494e-11,2.8505314549293597e-10,10.314129068634289,194,166
ENSG00000267583,RP11-322E11.5,0.927864239737912,6.76550658705658,5.341264709590177e-11,2.8673940049081237e-10,4.940546920765276,194,166
ENSG00000100154,TTC28,0.22636568176393856,6.76469163995756,5.368026508498043e-11,2.881016499821742e-10,12.044577703627988,194,166
ENSG00000122375,OPN4,-0.8472981859371338,-6.764559297358902,5.372384879670369e-11,2.882611158906014e-10,5.660243407002358,194,166
ENSG00000134824,FADS2,0.5142909169856199,6.763770767579482,5.3984252712941893e-11,2.895835714062069e-10,11.778880112838213,194,166
ENSG00000145723,GIN1,-0.2429900841183399,-6.762751104791105,5.43228247732059e-11,2.913245475127721e-10,11.947813642414442,194,166
ENSG00000012963,UBR7,-0.2085111746560032,-6.760006902635489,5.524441243165334e-11,2.961904372399866e-10,13.069105274990235,194,166
ENSG00000174527,MYO1H,-0.8154875986270124,-6.759855245404395,5.5295788976394234e-11,2.963894224189963e-10,6.538107752681738,194,166
ENSG00000272789,RP11-286H15.1,-0.6973137941797464,-6.75911482953483,5.55472924562937e-11,2.976607231908817e-10,11.23037005257699,194,166
ENSG00000133134,BEX2,0.6858593635746395,6.758999241865115,5.5586656382347534e-11,2.9779487143118437e-10,8.616439802014781,194,166
ENSG00000257017,HP,-1.3200428653296483,-6.758916091529089,5.561499056471543e-11,2.978698760116885e-10,9.666395908068381,194,166
ENSG00000128656,CHN1,0.2679259770558721,6.758434719386301,5.5779301200765825e-11,2.9867293436050363e-10,12.070765476624688,194,166
ENSG00000145247,OCIAD2,-0.45837959005678214,-6.758290399537683,5.5828655896906175e-11,2.9886020046203176e-10,11.15496472610513,194,166
ENSG00000088726,TMEM40,-0.5929511230391721,-6.757694792573697,5.603279655303105e-11,2.998757520392836e-10,8.265425317200156,194,166
ENSG00000160211,G6PD,-0.5269449005095937,-6.757326461844727,5.615940637120509e-11,3.0047595875386536e-10,10.388661814757109,194,166
ENSG00000004897,CDC27,-0.3255952897739857,-6.756974274113289,5.628072997329802e-11,3.0104758032821264e-10,13.799490959851076,194,166
ENSG00000094755,GABRP,0.6050114656094598,6.756201084012026,5.6547986515176786e-11,3.0232241283968073e-10,6.9508458621249325,194,166
ENSG00000267197,CTC-429L19.3,-0.7401865794287219,-6.756200596367026,5.654815546450311e-11,3.0232241283968073e-10,5.4064811225362455,194,166
ENSG00000070808,CAMK2A,0.3654543626697708,6.7559487505196145,5.6635476173521526e-11,3.0271137612190094e-10,11.64078798741486,194,166
ENSG00000197599,CCDC154,0.8673604942698588,6.7545803488622616,5.7112252096480225e-11,3.051812061756121e-10,7.282674879763959,194,166
ENSG00000083814,ZNF671,0.21379868458206586,6.754419268501718,5.71686340933062e-11,3.0540395503675995e-10,11.484446726742815,194,166
ENSG00000135926,TMBIM1,-0.21261656147187882,-6.754261156792809,5.722403015693257e-11,3.056213237448511e-10,14.49326086701802,194,166
ENSG00000134061,CD180,-0.6335297847866747,-6.753635853094539,5.744362876262782e-11,3.067153261346785e-10,8.079183489601146,194,166
ENSG00000129250,KIF1C,-0.2890909342389312,-6.753452455841921,5.750819234733709e-11,3.0698118293604216e-10,16.793284967991326,194,166
ENSG00000100426,ZBED4,-0.2862188174520095,-6.751329541899181,5.826075504166496e-11,3.109185286391473e-10,10.736457964089567,194,166
ENSG00000105792,C7orf63,0.4050038775163429,6.749969429025504,5.87479833125115e-11,3.134382134062391e-10,9.943563253828946,194,166
ENSG00000081087,OSTM1,-0.3560290728320341,-6.749454488878243,5.893349093640884e-11,3.1434724721496715e-10,13.565882985547189,194,166
ENSG00000232000,RP11-54D18.3,0.5364052347360553,6.7493560938775605,5.896900323081675e-11,3.144559548728773e-10,5.913410005082968,194,166
ENSG00000130703,OSBPL2,0.1652667927577254,6.748954432101604,5.911418738602999e-11,3.1514928888380944e-10,13.240282719039891,194,166
ENSG00000261353,CTA-14H9.5,0.5995544302726353,6.747288532481709,5.972009809198657e-11,3.1829786059235004e-10,9.070040306233992,194,166
ENSG00000139209,SLC38A4,-1.011618647840265,-6.746988877452203,5.982973217046122e-11,3.188004267267576e-10,5.8350271791855715,194,166
ENSG00000100246,DNAL4,0.2970344012058872,6.745222875751467,6.047988184364432e-11,3.2218211345623497e-10,10.813457368319588,194,166
ENSG00000247796,CTD-2366F13.1,0.419766647178056,6.744628262522271,6.070034495354448e-11,3.2327367208600917e-10,10.032385524947635,194,166
ENSG00000237697,LINC00312,-0.7016649905979,-6.744296466852172,6.082370680753449e-11,3.2384766875925554e-10,8.988114194131615,194,166
ENSG00000171097,CCBL1,-0.3371945179181041,-6.743044223748014,6.129151388126906e-11,3.2625485398735976e-10,10.957367160690268,194,166
ENSG00000105383,CD33,-0.4270224478445798,-6.742177842451699,6.161723881070338e-11,3.279046964725293e-10,9.75270956844472,194,166
ENSG00000005379,BZRAP1,0.5031506077281893,6.741274835778261,6.195854276401313e-11,3.296365788988625e-10,11.72701520454073,194,166
ENSG00000131871,VIMP,-0.2705062328269237,-6.740466405456959,6.22656750042965e-11,3.3118581834253536e-10,13.450717689814901,194,166
ENSG00000177084,POLE,-0.24097289059103752,-6.740334781249838,6.231582193717925e-11,3.3136773174936595e-10,11.746034655819342,194,166
ENSG00000272791,RP11-464F9.22,0.6156460000612893,6.740037839600521,6.242909816176928e-11,3.318851596059676e-10,5.986370167264849,194,166
ENSG00000211890,IGHA2,1.486559384241329,6.738883695351809,6.28713006152053e-11,3.3415051101907455e-10,7.471429070511398,194,166
ENSG00000183242,WT1-AS,0.37741450867517423,6.737308147783873,6.34799303163161e-11,3.3729901096992195e-10,9.105727305529223,194,166
ENSG00000133392,MYH11,0.5293436060159804,6.736574623188167,6.376525931690949e-11,3.387284902517117e-10,14.545677529348584,194,166
ENSG00000261340,RP11-215H22.1,0.7130776722300302,6.73552712565904,6.417490336043236e-11,3.4081744613676077e-10,8.211333152307182,194,166
ENSG00000044524,EPHA3,0.7259668300766362,6.734682272938098,6.450718116211694e-11,3.42494566103718e-10,11.660683457611599,194,166
ENSG00000249786,EAF1-AS1,0.8834949994804506,6.734433281491799,6.460543062404382e-11,3.4292859611705093e-10,4.985021914198488,194,166
ENSG00000158458,NRG2,0.39689770307009475,6.7335332020169,6.496182006615764e-11,3.446777812117237e-10,8.967296145084246,194,166
ENSG00000179583,CIITA,0.5530436319715792,6.733517290361832,6.496813767414089e-11,3.446777812117237e-10,10.69336951499829,194,166
ENSG00000116990,MYCL,0.5260647846122856,6.733442909402378,6.4997678101768e-11,3.447464902074632e-10,7.344713880322358,194,166
ENSG00000168542,COL3A1,0.6978521780722241,6.732734637611754,6.527963017043291e-11,3.4615360922984593e-10,15.970864842752277,194,166
ENSG00000130158,DOCK6,0.36835803656346555,6.7325737726307135,6.534383522648963e-11,3.4640567342900024e-10,12.976384978370218,194,166
ENSG00000155961,RAB39B,0.6506172793387454,6.731492369588567,6.577706160431998e-11,3.486133938279453e-10,6.4234525920590775,194,166
ENSG00000232810,TNF,0.748037230147503,6.731375692225845,6.582397256571887e-11,3.4877306830397855e-10,7.147984764777112,194,166
ENSG00000270964,RP11-502I4.3,0.48275472531418134,6.7312168473914635,6.588789007424043e-11,3.4902274882304115e-10,7.216799040765351,194,166
ENSG00000110318,KIAA1377,0.44474704679776844,6.730309973830267,6.625397560795586e-11,3.5087254513479375e-10,10.217469132605753,194,166
ENSG00000081181,ARG2,-0.7960102056852684,-6.729789454529877,6.646499967872514e-11,3.519004225028248e-10,9.424408012914597,194,166
ENSG00000154175,ABI3BP,0.5735938238215436,6.729333433349702,6.665041786754317e-11,3.527922398638346e-10,13.322068673268788,194,166
ENSG00000144749,LRIG1,-0.3033755749970854,-6.729246106215771,6.668598298297393e-11,3.5289060666391166e-10,14.844233289670067,194,166
ENSG00000133678,TMEM254,0.2216428857509897,6.728752187719686,6.688748881689874e-11,3.538668292016224e-10,11.098433373201932,194,166
ENSG00000133083,DCLK1,-0.5338835689870488,-6.728056352221615,6.717238644839911e-11,3.552836250405146e-10,11.666760486166982,194,166
ENSG00000147036,LANCL3,-0.892761357033022,-6.727534401342597,6.738687194522744e-11,3.563273755454889e-10,7.202558309540234,194,166
ENSG00000090621,PABPC4,-0.19240901819303807,-6.72670849871069,6.772763528609806e-11,3.5803815540076413e-10,14.811173723126403,194,166
ENSG00000232412,RP1-315G1.3,0.7929428793254305,6.726605261899939,6.777034908603978e-11,3.5817284444480994e-10,6.636910457332269,194,166
ENSG00000125863,MKKS,-0.2236738644005758,-6.724797611092228,6.85225582821157e-11,3.6205626332586993e-10,13.850722136681386,194,166
ENSG00000272138,RP11-27N21.3,0.7129092303264511,6.721607905685772,6.98699237744536e-11,3.6908156735051356e-10,5.984949552600246,194,166
ENSG00000145354,CISD2,-0.24026777839955027,-6.721285405612908,7.000759077654976e-11,3.697148015063483e-10,12.28627818862972,194,166
ENSG00000131080,EDA2R,0.690544632727216,6.721141112900083,7.006927184784681e-11,3.699465290320388e-10,9.810502225802209,194,166
ENSG00000086544,ITPKC,-0.4264611879759887,-6.720351707085051,7.040766639899035e-11,3.7163873899858226e-10,12.072789894321089,194,166
ENSG00000023041,ZDHHC6,-0.18459579535385504,-6.72012480510428,7.050522903939571e-11,3.720592089049472e-10,12.658357121149605,194,166
ENSG00000183833,MAATS1,0.47149447210053763,6.718624713711469,7.115358221204995e-11,3.7538527340660325e-10,8.440003766375886,194,166
ENSG00000058404,CAMK2B,0.4508626476370742,6.718443934735081,7.123211074049303e-11,3.7570418611629077e-10,14.02869141590201,194,166
ENSG00000259287,RP11-3D4.2,-0.6304797886157941,-6.7176720284145865,7.156837751895067e-11,3.773819977724724e-10,5.932575713754883,194,166
ENSG00000139629,GALNT6,-0.6033692890755452,-6.716976886747235,7.187253685667345e-11,3.788896977215959e-10,8.175793343222463,194,166
ENSG00000100526,CDKN3,-0.4332751831046198,-6.716570809569039,7.205080294012925e-11,3.796843491117432e-10,8.932668280131347,194,166
ENSG00000036448,MYOM2,0.4112902791113169,6.7165503006777945,7.205981776125861e-11,3.796843491117432e-10,17.771948800958036,194,166
ENSG00000028277,POU2F2,0.5310918358452416,6.715482174014635,7.253085411998044e-11,3.82069373755973e-10,8.454334226966854,194,166
ENSG00000115904,SOS1,-0.4121374418787764,-6.71535922961012,7.258526539223909e-11,3.822590978500052e-10,13.283089875303144,194,166
ENSG00000175772,LINC01106,0.5467229384610259,6.714033178777803,7.317468675521396e-11,3.8518584890264427e-10,7.380049780986758,194,166
ENSG00000244437,IGKV3-15,1.3691985488780112,6.71402556973224,7.317808245357007e-11,3.8518584890264427e-10,5.974813451691928,194,166
ENSG00000159450,TCHH,-0.8342585995942032,-6.712015739843963,7.408045128241453e-11,3.898368848062437e-10,4.8886776166882155,194,166
ENSG00000135480,KRT7,-1.300455457088643,-6.71103074738572,7.4526671625779e-11,3.920857627988135e-10,6.204253255125996,194,166
ENSG00000013016,EHD3,0.3544358537505931,6.7097780040884585,7.509800265739706e-11,3.949915447287695e-10,12.877855847817894,194,166
ENSG00000198844,ARHGEF15,0.2947304220007735,6.708967312783086,7.547001952497336e-11,3.968477924464756e-10,12.885020876222722,194,166
ENSG00000138778,CENPE,-0.6607917145557477,-6.708195685143938,7.582579111968585e-11,3.986176992811009e-10,7.445354713124353,194,166
ENSG00000235652,RP11-545I5.3,0.5331193335469033,6.7070972856367375,7.63350683968224e-11,4.01193489214559e-10,9.59739735707852,194,166
ENSG00000067955,CBFB,-0.4826487580281191,-6.706734058088165,7.650421810649627e-11,4.0198082338080884e-10,12.725768487893397,194,166
ENSG00000118689,FOXO3,-0.3476229686713879,-6.706539326433085,7.659505325354787e-11,4.023563704908944e-10,13.920441868792555,194,166
ENSG00000269302,AC110771.1,0.8758476844712252,6.705758916927082,7.696014937350811e-11,4.041720657394167e-10,4.648851107711364,194,166
ENSG00000167034,NKX3-1,-0.40252615511292905,-6.7042614670001495,7.766548724487883e-11,4.077732416462423e-10,9.835779964439006,194,166
ENSG00000246375,RP11-10L7.1,1.2727921624792726,6.701463774999067,7.900032085969361e-11,4.146768547070707e-10,9.692957573234398,194,166
ENSG00000104951,IL4I1,1.0820524741406887,6.6973924951730694,8.098313807120023e-11,4.249774222872758e-10,4.822232791711988,194,166
ENSG00000267280,RP11-332H18.4,0.6467286222655703,6.696884144313182,8.12341239792643e-11,4.261797850954261e-10,8.866681099324417,194,166
ENSG00000065615,CYB5R4,-0.4152497205836543,-6.696845418802471,8.12532750372012e-11,4.261797850954261e-10,12.129167278081628,194,166
ENSG00000144118,RALB,-0.17256874960685473,-6.695985733490844,8.167956147044575e-11,4.283075869082344e-10,13.744201349254654,194,166
ENSG00000102038,SMARCA1,-0.28056158782743557,-6.695558014751964,8.18924687762744e-11,4.2931568961648795e-10,13.633567089804192,194,166
ENSG00000168546,GFRA2,0.5955320548939632,6.693737403522295,8.280483414647536e-11,4.33989220276899e-10,8.114303834736836,194,166
ENSG00000106617,PRKAG2,-0.2624781438039566,-6.6927828279367265,8.328718247010038e-11,4.3640719589287846e-10,14.706311540070196,194,166
ENSG00000262001,DLGAP1-AS2,0.514613998092676,6.692276589209232,8.354410391774001e-11,4.376430611329859e-10,8.36351034005013,194,166
ENSG00000120437,ACAT2,-0.3123993482085784,-6.690503042099236,8.44503508562619e-11,4.4227891661894623e-10,10.810767251002662,194,166
ENSG00000248367,CTB-129O4.1,0.7703637423381673,6.688975013981991,8.523887731937355e-11,4.46229778784112e-10,7.119691350670713,194,166
ENSG00000127947,PTPN12,-0.42221100656067534,-6.688958017305128,8.524768883946511e-11,4.46229778784112e-10,13.966256271586015,194,166
ENSG00000213714,FAM209B,-0.7923835771559211,-6.688510907496728,8.547980367196086e-11,4.473321078083653e-10,5.833611863549998,194,166
ENSG00000175592,FOSL1,-1.1602182300696835,-6.688156482370608,8.566424250628149e-11,4.4810357525679536e-10,7.658403575086966,194,166
ENSG00000143479,DYRK3,-0.3991366846492971,-6.688144762371861,8.567034813027515e-11,4.4810357525679536e-10,11.655376930697162,194,166
ENSG00000184545,DUSP8,0.6173606194874797,6.687526009831034,8.599329948054979e-11,4.4967960656902497e-10,11.380824759206217,194,166
ENSG00000248896,CTD-2135J3.3,-0.7515523905066533,-6.6864281323404136,8.656926951055318e-11,4.525776074713977e-10,4.3420807467145055,194,166
ENSG00000272343,RP11-140I16.3,0.5355302146615171,6.686154372474869,8.671347873751018e-11,4.5321750544371205e-10,7.388447348988638,194,166
ENSG00000112559,MDFI,1.1512057822715946,6.6858153102551245,8.68924144464644e-11,4.540385377450281e-10,7.210823551893048,194,166
ENSG00000178966,RMI1,-0.5043575001084876,-6.683897970493353,8.791110759384176e-11,4.592460349189607e-10,10.479451150774022,194,166
ENSG00000261777,RP11-529K1.2,0.5169568391748518,6.683700699991135,8.80165813651886e-11,4.596814720658418e-10,8.065265713971783,194,166
ENSG00000259520,CTD-2651B20.3,1.1116424117112826,6.682755500029012,8.852367358057304e-11,4.622136835874091e-10,8.217874527565964,194,166
ENSG00000166200,COPS2,-0.35345032717265235,-6.682610787393018,8.86015635152281e-11,4.6250416764882066e-10,14.238944685338165,194,166
ENSG00000113594,LIFR,-0.6629965624189718,-6.6780339496394925,9.110001106320986e-11,4.754267528640292e-10,14.229958497542516,194,166
ENSG00000232070,TMEM253,0.5473953383668784,6.677155270368054,9.15875257663651e-11,4.778509598169302e-10,6.467768628202167,194,166
ENSG00000084733,RAB10,-0.3132929318178637,-6.6738746782327345,9.343042236126796e-11,4.873437768798969e-10,14.477938979048574,194,166
ENSG00000226979,LTA,0.8378473845806317,6.673489348812894,9.364925871021263e-11,4.883626713317261e-10,4.414061610854012,194,166
ENSG00000158169,FANCC,-0.2548154275881209,-6.673428633879358,9.368378580407567e-11,4.884201587542641e-10,9.668746620795517,194,166
ENSG00000078319,PMS2P1,0.2435462915032508,6.673016921975322,9.391824618197087e-11,4.895197075263448e-10,10.423588609707327,194,166
ENSG00000227110,LMCD1-AS1,0.5716364258857883,6.671301395606709,9.490141504152593e-11,4.945201369052032e-10,6.545144592505336,194,166
ENSG00000162407,PPAP2B,-0.4541856168577154,-6.67068551795101,9.525683376799093e-11,4.962477469372323e-10,14.980099668919856,194,166
ENSG00000229588,RP11-479J7.2,-0.7770811230774166,-6.669724099663885,9.58142752883198e-11,4.99026680392625e-10,6.775782085552966,194,166
ENSG00000204592,HLA-E,0.2782011704003078,6.6684928504589625,9.653284659088635e-11,5.026432184929114e-10,16.147758955304962,194,166
ENSG00000249846,RP11-77P16.4,0.7694355545289558,6.667060245721793,9.737559180778109e-11,5.069043520434617e-10,7.198157531208267,194,166
ENSG00000145242,EPHA5,0.9165846340674934,6.666508518610457,9.770207400439576e-11,5.084765339056721e-10,5.770935480488573,194,166
ENSG00000163512,AZI2,-0.2509630603785758,-6.666399116878291,9.776693956471794e-11,5.086208439901372e-10,13.222319380909182,194,166
ENSG00000162378,ZYG11B,-0.3914470149617182,-6.666379199645675,9.777875327176737e-11,5.086208439901372e-10,14.292269615815808,194,166
ENSG00000204950,LRRC10B,-0.6350108220745765,-6.66558961537045,9.824821791524527e-11,5.109349891132913e-10,7.672896309111845,194,166
ENSG00000257923,CUX1,0.21323147172679868,6.66528544928826,9.84296562921565e-11,5.117504847153625e-10,14.503202151884974,194,166
ENSG00000254017,IGHEP2,0.9561736940948594,6.66490929101992,9.865449375570267e-11,5.127911542614451e-10,5.55033890590521,194,166
ENSG00000163354,DCST2,0.544600519833299,6.664846275866151,9.869220846940444e-11,5.12858910778368e-10,7.211441418253015,194,166
ENSG00000213281,NRAS,-0.3691553282985793,-6.663791033606725,9.932588043146941e-11,5.160227803115914e-10,12.424040350061347,194,166
ENSG00000114993,RTKN,0.3070694850619982,6.661289346064012,1.0084414258822775e-10,5.23779586884769e-10,11.523864450234962,194,166
ENSG00000132773,TOE1,0.2378011555995298,6.658335339621344,1.0266626505738372e-10,5.331103583601927e-10,10.465122236031407,194,166
ENSG00000154845,PPP4R1,-0.20207806494818092,-6.657367116892033,1.0327049766051004e-10,5.361139674951435e-10,13.785058901897473,194,166
ENSG00000270419,CAHM,0.5146528693342268,6.656289733804505,1.0394695700750079e-10,5.394909374557627e-10,8.004366536899115,194,166
ENSG00000137942,FNBP1L,-0.4279931290556284,-6.654933509529312,1.0480467954784143e-10,5.436959949540086e-10,13.437342098470852,194,166
ENSG00000169439,SDC2,0.29607979073215845,6.6549259231255045,1.0480949693401466e-10,5.436959949540086e-10,14.008602551954388,194,166
ENSG00000117305,HMGCL,0.3511974892103671,6.65479134072819,1.0489499324568388e-10,5.440037071720879e-10,13.222938576125934,194,166
ENSG00000141452,C18orf8,-0.16213338191603913,-6.654685484888298,1.049622885008696e-10,5.442168955430567e-10,11.756767049738027,194,166
ENSG00000214575,CPEB1,0.8458017313732591,6.6538405970138985,1.055009263993105e-10,5.468732231239888e-10,5.899606399098155,194,166
ENSG00000128590,DNAJB9,-0.42352061494007603,-6.653082012688519,1.0598685463638901e-10,5.492158880473162e-10,13.913686431300802,194,166
ENSG00000094963,FMO2,-0.6277776942123292,-6.653052626320635,1.0600572286982268e-10,5.492158880473162e-10,14.285802629113128,194,166
ENSG00000134602,MST4,-0.6952658196358527,-6.650069541845907,1.0793833939839847e-10,5.590893895907574e-10,9.133699143250034,194,166
ENSG00000110786,PTPN5,-0.7078030561638574,-6.650015302497597,1.079737970233954e-10,5.591336845111338e-10,10.453385439328834,194,166
ENSG00000211892,IGHG4,1.7952703754522925,6.648919700521906,1.0869247243219415e-10,5.627150646769872e-10,6.370013778939419,194,166
ENSG00000140526,ABHD2,-0.47143437946127176,-6.648127769019458,1.09214872438892e-10,5.652787706482228e-10,14.914755804414883,194,166
ENSG00000104814,MAP4K1,0.5161816670198061,6.647887730936656,1.0937370042526994e-10,5.659598776238881e-10,8.33831907919148,194,166
ENSG00000198156,NPIPB6,0.6916588578364848,6.6465169204405825,1.102850898084778e-10,5.705338439905345e-10,5.326121580712626,194,166
ENSG00000187187,ZNF546,0.391219936604103,6.646364795346863,1.1038668920902893e-10,5.709173191769114e-10,10.608699754419572,194,166
ENSG00000198406,BZW1P2,-0.5902763478151996,-6.6454621005841545,1.1099146241212054e-10,5.73902358891833e-10,7.460103173996434,194,166
ENSG00000240292,RP11-298O21.2,0.877180991680952,6.6435250127741705,1.1230024038610317e-10,5.805251978765199e-10,8.537376980181316,194,166
ENSG00000103522,IL21R,0.8418898362682427,6.6427121376945415,1.1285395413843864e-10,5.832424822061411e-10,5.2212420602223615,194,166
ENSG00000169313,P2RY12,-0.9284212020791069,-6.641800614172708,1.1347805278042705e-10,5.863220822551105e-10,7.755415902094444,194,166
ENSG00000167414,GNG8,1.2668620318867982,6.641754101001489,1.1350998993035796e-10,5.863413126380235e-10,5.517921202699307,194,166
ENSG00000004799,PDK4,-0.9130172786635601,-6.640658594619154,1.142647490800035e-10,5.899487808131294e-10,17.473097669091867,194,166
ENSG00000185669,SNAI3,-0.8522389240826557,-6.640658031252531,1.1426513848096076e-10,5.899487808131294e-10,7.422405721873785,194,166
ENSG00000074603,DPP8,-0.38655465231624947,-6.640260486268806,1.1454024795216692e-10,5.912222783641284e-10,13.687576140104596,194,166
ENSG00000159714,ZDHHC1,0.5131965066441525,6.6395981554363015,1.150000393116231e-10,5.934481790252892e-10,9.5550163986101,194,166
ENSG00000101916,TLR8,-0.6594842191784982,-6.6395302894287,1.150472542235754e-10,5.935444364498809e-10,8.720583484252273,194,166
ENSG00000109861,CTSC,-0.5554806401144745,-6.638292358420308,1.1591183888095457e-10,5.978565211678125e-10,12.91461208025834,194,166
ENSG00000196504,PRPF40A,-0.29250045923387025,-6.638044369461833,1.1608580223979803e-10,5.986052248995639e-10,13.520769008984272,194,166
ENSG00000102034,ELF4,-0.3954719590213002,-6.637973951730329,1.1613524672083863e-10,5.987116254293594e-10,10.217878247537724,194,166
ENSG00000169621,APLF,0.2883949247936607,6.637266118837872,1.1663340790247005e-10,6.011306670687574e-10,9.329487401038737,194,166
ENSG00000110536,PTPMT1,-0.19667922660336715,-6.635184847999198,1.181103533779898e-10,6.085919299647921e-10,10.415197017674034,194,166
ENSG00000150907,FOXO1,-0.2962984296423069,-6.634198131434495,1.188169624816271e-10,6.120811346878267e-10,12.915434396119366,194,166
ENSG00000123095,BHLHE41,0.3676326082804346,6.633428468702698,1.1937101351353139e-10,6.147829075154141e-10,11.87706573407763,194,166
ENSG00000163608,C3orf17,-0.22686779308850544,-6.631689555397809,1.2063214434353674e-10,6.211240316162133e-10,12.845123993126744,194,166
ENSG00000205038,PKHD1L1,-1.067828822953479,-6.631301612891617,1.2091527512596787e-10,6.224276275434081e-10,9.1316636118758,194,166
ENSG00000267530,AC006273.5,-0.7193550676826151,-6.630779052830007,1.212976845595668e-10,6.241151995717364e-10,5.694358979001595,194,166
ENSG00000137642,SORL1,0.44577927078739266,6.630764501413231,1.213083502550124e-10,6.241151995717364e-10,11.688263718276046,194,166
ENSG00000123427,METTL21B,0.3230259041938639,6.630730591668487,1.2133320852075525e-10,6.241151995717364e-10,9.336891346256184,194,166
ENSG00000095585,BLNK,0.6061167851029027,6.630355140800564,1.2160877517232763e-10,6.25377866086647e-10,7.907196826079661,194,166
ENSG00000144401,METTL21A,-0.20546597015759602,-6.6295461142172245,1.2220465940770418e-10,6.281537634795973e-10,11.266092602188587,194,166
ENSG00000170448,NFXL1,-0.4771252231592055,-6.62954020678544,1.222090210166985e-10,6.281537634795973e-10,10.316437574522583,194,166
ENSG00000214456,PLIN5,-0.5502089035083181,-6.629280636765171,1.2240081916422081e-10,6.289840314173275e-10,13.290592166260067,194,166
ENSG00000108700,CCL8,0.9584225390520401,6.628492297693834,1.229851414878713e-10,6.318304635993704e-10,7.514467211013733,194,166
ENSG00000163464,CXCR1,1.005192103643327,6.627693805310417,1.2357978013805466e-10,6.347284752963208e-10,7.837326003103938,194,166
ENSG00000134138,MEIS2,-0.2580805688009478,-6.627392352916788,1.2380500520808397e-10,6.357281475733118e-10,12.916922342194042,194,166
ENSG00000168306,ACOX2,0.33748739880873707,6.627093809284951,1.2402845407230402e-10,6.36718207528792e-10,12.328066644620332,194,166
ENSG00000104856,RELB,0.7081543609261549,6.625328655073293,1.2535771785225433e-10,6.433832389942449e-10,9.564184742045143,194,166
ENSG00000196565,HBG2,1.0923947091255004,6.624219771205079,1.2619991194536393e-10,6.475457704041008e-10,4.800299282610753,194,166
ENSG00000205726,ITSN1,-0.3280156250998453,-6.623630631205037,1.2664961836371488e-10,6.496928460173683e-10,13.302851227350653,194,166
ENSG00000176697,BDNF,0.7910896889147032,6.623583892755687,1.266853623385567e-10,6.497158229905101e-10,11.24693506963064,194,166
ENSG00000163435,ELF3,-1.0169220478901129,-6.623178965185954,1.2699545189097226e-10,6.511454442996039e-10,5.3402432257073915,194,166
ENSG00000154310,TNIK,0.3244488576214824,6.622011536536848,1.2789363285426844e-10,6.555889453242606e-10,12.478244775329143,194,166
ENSG00000176853,FAM91A1,-0.5440738550446417,-6.619619934246036,1.2975316401854563e-10,6.649569670701348e-10,12.38108837506344,194,166
ENSG00000167077,MEI1,0.6987092463972078,6.6188750444328495,1.3033773501490244e-10,6.67788084651057e-10,6.827182302226192,194,166
ENSG00000140105,WARS,-0.26543926038758325,-6.616472083936689,1.3224119127521697e-10,6.773734769263701e-10,14.94102986502232,194,166
ENSG00000133246,PRAM1,0.8088072357605334,6.613948664914722,1.342694310124654e-10,6.875931606382563e-10,7.214133560211085,194,166
ENSG00000184307,ZDHHC23,-0.5247471613609561,-6.613752858864819,1.3442808357439058e-10,6.882014676982761e-10,9.394764422941366,194,166
ENSG00000260852,FBXL19-AS1,-0.6076094925678651,-6.613720337906602,1.34454451607478e-10,6.882014676982761e-10,8.167668430881276,194,166
ENSG00000100614,PPM1A,-0.36125107144952023,-6.611386391741609,1.3636013049159247e-10,6.977837655123819e-10,14.72494066372427,194,166
ENSG00000087077,TRIP6,0.5395865612444048,6.610720773262508,1.369084519253999e-10,7.004171687498118e-10,11.895376925984047,194,166
ENSG00000236682,AC068282.3,0.44562026295496615,6.610197927669064,1.373406770813452e-10,7.024554788155144e-10,8.523093838686101,194,166
ENSG00000134452,FBXO18,-0.1974652783336554,-6.609665049111557,1.3778257408428943e-10,7.045422421372093e-10,14.261652936820097,194,166
ENSG00000143815,LBR,-0.37539154826360793,-6.609418835098081,1.3798722148488565e-10,7.054151167718102e-10,12.39129899334276,194,166
ENSG00000188672,RHCE,0.5829671896130272,6.608519565348853,1.3873721114221218e-10,7.090747626036181e-10,7.45983649284719,194,166
ENSG00000164687,FABP5,-0.3828866575384425,-6.607821836707304,1.393218703588529e-10,7.118878258980384e-10,13.036864707315747,194,166
ENSG00000104946,TBC1D17,0.3356276039299016,6.605850749931885,1.409866296599909e-10,7.202170970905288e-10,12.728517550347146,194,166
