gene,gene_symbol,logFC,t,P.Value,adj.P.Val,AveExpr,s2_prior_gene,limma_variant,df_prior
ENSG00000000003,TSPAN6,0.240006810157274,2.71272823150996,0.0085302834141833,0.0236520513293796,3.14143494335353,0.113332615298144,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000005,TNMD,1.32057778639129,3.8634578589528,0.0002603214607153,0.0012953993196169,1.22127851411977,0.140722014467279,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000419,DPM1,0.14545779280498,1.90070546215293,0.0617739042578601,0.120190590737032,6.24616359222561,0.0747078859239218,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000457,SCYL3,-0.2001058506336,-3.00563217249975,0.0037625681558191,0.0119735465931732,2.61114713894237,0.123836799275193,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000460,C1orf112,-0.0239344067784623,-0.395611461972204,0.693686431723717,0.778341256673664,0.826707787543807,0.14078965366927,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000938,FGR,0.122931071027652,0.585958891391618,0.559931198440903,0.669071365501755,2.93691226476203,0.117423552724803,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000000971,CFH,0.760977735122953,3.04031391363265,0.0034034937854714,0.0110409459342136,5.30657683955855,0.0813882097038385,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001036,FUCA2,-0.264537055534761,-3.42007118440189,0.0010859028796469,0.0042501129140878,5.29599297081266,0.0814832741158456,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001084,GCLC,-0.427674578939185,-4.78355760682618,1.02729304325385e-05,8.49999644172656e-05,5.42982396634848,0.0803165816166636,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001167,NFYA,0.185185278946079,2.10758656200024,0.038926293266271,0.0826709898498603,2.76116485624113,0.12091676060646,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001460,STPG1,-0.181504859013156,-2.09061691062462,0.0404749069701399,0.0852606254129809,2.49242033881317,0.126080305766529,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001461,NIPAL3,-0.124692009114617,-1.70944396629998,0.0921365567182032,0.165985196324275,3.49460453789512,0.10642521719563,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001497,LAS1L,0.308165793612597,5.21581438315846,2.03827208246352e-06,2.19129250867398e-05,4.54503765755417,0.0895906639472981,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001561,ENPP4,-0.0425703344908094,-0.364272362510446,0.71683631251868,0.796308231843023,3.45231684680663,0.107232565301686,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001617,SEMA3F,0.187998013549956,1.21093885812737,0.23030088470103,0.342233612574577,3.23650289237414,0.111443277688163,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001626,CFTR,-0.499084053671907,-6.13963017551903,5.55187468719481e-08,1.13577567130195e-06,0.169066145818595,0.138273365524878,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001629,ANKIB1,-0.441156887313376,-4.38484222301206,4.33639119373544e-05,0.000286175695948,3.42215949249178,0.10781236831535,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001630,CYP51A1,-0.177130687449689,-1.54799485884278,0.126476198229887,0.21461380910911,3.94203741780084,0.0984107744398148,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000001631,KRIT1,-0.390528266312726,-5.16284483015847,2.49197724315515e-06,2.60492468499663e-05,5.45850598960047,0.0800763719319931,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002016,RAD52,-0.197663712163461,-1.58937961705991,0.116824559243453,0.201161856323094,4.22929974547195,0.0939161631118969,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002330,BAD,-0.315957340164088,-3.099224500481,0.0028657892014357,0.0095453696265516,6.6571133172914,0.0727419295506908,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002549,LAP3,0.0293022007529523,0.290835826614759,0.772102339107074,0.838584357796857,5.71482390823588,0.078076931536392,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002586,CD99,-0.860849198399605,-3.83832194269972,0.0002829842571605,0.0013858258995055,5.27086250109135,0.0817109559479984,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002587,HS3ST1,0.425815848898261,2.94008998540747,0.0045391040072971,0.0140033467755395,1.10888427344907,0.140918251070475,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002822,MAD1L1,0.11574078604535,1.16122554786297,0.249794493062871,0.364477713306307,4.88387570203393,0.0855828826639893,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002834,LASP1,0.411208476331849,3.49469918925682,0.0008596932511612,0.003479105861275,4.50353075317005,0.0901251492151073,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002919,SNX11,0.45596000328328,4.8300040011341,8.65668215954438e-06,7.38007416792286e-05,3.18502922758283,0.112464444626628,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000002933,TMEM176A,1.00203010165657,5.09199804237035,3.25675065535178e-06,3.25378052251517e-05,4.56860469078054,0.0892915909655811,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003056,M6PR,-0.117416936610198,-2.3257113520144,0.0231631355764522,0.0540517714048244,7.85085146265914,0.0696981330631263,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003096,KLHL13,0.409389815647257,3.46768151650747,0.0009358676773484,0.0037397156320819,3.42521463666787,0.107753483846105,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003137,CYP26B1,0.49675767227672,2.61933735789653,0.010951920282723,0.02912801327925,1.74173206267092,0.137457645596773,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003147,ICA1,-0.0219746666840199,-0.252762965696752,0.801248579346059,0.859924387630279,6.24588191299498,0.0747094155695824,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003249,DBNDD1,-0.433024396138696,-3.24337327630397,0.0018660183881804,0.0066500427594394,2.18899840886786,0.131390953209911,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003393,ALS2,-0.519747513024686,-6.17350587276259,4.85080988857856e-08,1.01271510905294e-06,4.71655191258873,0.0874849526644412,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003400,CASP10,0.0893451750850487,0.825205866543403,0.412271328177898,0.532632710032935,2.12772697096344,0.132365914328504,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003402,CFLAR,-0.229614997138715,-3.24951046387834,0.001831773736656,0.0065525163379811,7.56187084956961,0.0701026271456628,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003436,TFPI,-0.672389448168354,-4.21052353750753,7.993347726761e-05,0.000479294605072,4.80712674602882,0.0864372780495606,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003509,NDUFAF7,-0.0982721920972462,-1.17868748928239,0.242817045710776,0.356457050018298,4.95295178203697,0.0848393200671742,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003756,RBM5,0.111676869010457,1.28624044104353,0.202919358233267,0.310971752038252,6.91711187681241,0.0717574861279141,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000003989,SLC7A2,0.459763183613821,3.26648137436173,0.0017401284665687,0.0062719256771198,3.42346678729684,0.107787167714078,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004059,ARF5,0.184592807806262,2.67859005816884,0.0093521392295804,0.0255748091013613,6.31317569760443,0.0743512838215384,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004139,SARM1,0.851625127624728,9.28695521526178,1.54365351217042e-13,4.90777399639879e-11,2.36176700737679,0.128453717220832,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004142,POLDIP2,-0.0271292631899299,-0.574049753476135,0.567914231298895,0.67559162211793,7.25020578280103,0.0707681659790609,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004399,PLXND1,0.165375037011283,1.47493708995747,0.145054202696709,0.239729562714863,6.91028761332391,0.0717808888459479,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004455,AK2,-0.402473101310359,-6.78531110577757,4.13784637065526e-09,1.36536466838941e-07,7.33610948897728,0.0705602771435239,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004468,CD38,-0.630312986859273,-4.44407100089692,3.51356722118024e-05,0.0002383351635172,1.65174189390841,0.138330494873434,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004478,FKBP4,-0.190234309269264,-1.91577332918972,0.0597917809485586,0.117082663382154,5.20160805904717,0.0823528446019368,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004487,KDM1A,0.108748929996392,1.73567262320032,0.0873576579150269,0.15922188544366,4.8606511067836,0.0858382548871161,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004534,RBM6,-0.331569029256005,-2.7934273331773,0.0068435340380772,0.0197708110198144,6.80641284783718,0.072153142797463,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004660,CAMKK1,0.0914643663257315,0.840051831942777,0.40395693723245,0.524641167442974,2.18072484005181,0.131524823993591,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004700,RECQL,-0.253222822020297,-2.0439418068687,0.045012894531075,0.0929268368204893,4.34743895221546,0.0922262256617742,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004766,CCDC132,-0.521051055764013,-4.34777854060277,4.9433768906755e-05,0.0003190261787178,3.96507708418574,0.0980295574039772,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004776,HSPB6,0.440564363137506,2.34804826954224,0.0219239312914225,0.0516842408645434,10.577876024866,0.0749136150289872,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004777,ARHGAP33,0.834663311324454,5.69201547579833,3.24852159545169e-07,4.73553613814681e-06,2.85388452909627,0.11908014780531,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004779,NDUFAB1,-0.258030289039441,-2.7558490079774,0.007586714347104,0.0214802523907911,9.66616576728913,0.0714147414161968,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004799,PDK4,1.50673402730952,2.87699863811134,0.0054245684357331,0.0162164387469542,9.33795228740138,0.070583805986185,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004838,ZMYND10,0.12353978185143,1.54691376473344,0.126736599293377,0.214956576489419,0.624590894405556,0.140261058669117,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004864,SLC25A13,-0.199039057717213,-2.03132638223869,0.0463123677364987,0.095045333187213,3.54311153481014,0.105507901628968,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004866,ST7,-0.305709666625932,-4.02599398835436,0.0001507100712743,0.0008205908701841,4.61694212207471,0.0886880023768513,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004897,CDC27,-0.610500267722422,-6.6051680816853,8.57638998394922e-09,2.4757405078831e-07,5.67549580093153,0.0783669659165216,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004961,HCCS,-0.119295366777273,-0.58426234490966,0.561065033942639,0.669914708102628,5.21457107923074,0.0822310686364864,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000004975,DVL2,0.0286674721698575,0.366878399518806,0.714900717528606,0.794929058676679,4.48462281556172,0.0903719403136362,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005007,UPF1,0.468675712476008,5.8834131816506,1.53254845524178e-07,2.56126137714321e-06,4.38785141035126,0.0916681633258653,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005020,SKAP2,-0.263266052873257,-2.00432816792823,0.0492022991111016,0.0999464466460446,2.26127359545302,0.130193798677116,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005022,SLC25A5,0.659843325400788,2.0655614841507,0.0428590201588564,0.0894665712348079,7.68724660109162,0.069902596593429,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005059,CCDC109B,0.536381417951401,3.49410203968965,0.0008613114010047,0.0034837556705515,2.08390647108624,0.133038846334759,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005075,POLR2J,0.2437713434612,3.16979631650172,0.002326227682359,0.0080163020636185,5.8494496601322,0.0771282224108719,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005100,DHX33,0.0550992883993583,0.85077790522589,0.398014243285536,0.518028517903416,2.59237432772489,0.124196136228387,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005102,MEOX1,0.400288890949261,1.74176756780979,0.0862769508620314,0.157592996530814,4.06621237150048,0.096398725983027,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005108,THSD7A,-0.0834467162412467,-1.04176921300809,0.301375857297328,0.420475358722902,0.684541758407787,0.140448936717249,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005156,LIG3,-0.420806314495943,-3.60295506474282,0.0006095370521245,0.0026099192519147,4.57465358518379,0.0892153379329419,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005175,RPAP3,-0.528800327646635,-5.61825124125842,4.33138451800244e-07,5.9762869001486e-06,4.38592957212208,0.0916944759133878,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005187,ACSM3,0.103518517612574,0.489137286066673,0.626390083728367,0.723435259625467,3.93312076348937,0.0985592471034917,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005189,AC004381.6,0.0773279444661865,0.739640824156416,0.462179439521865,0.581372805139745,2.12573712764226,0.132396923684798,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005194,CIAPIN1,-0.205240224584652,-3.03505864322183,0.003455770741381,0.0111741347319448,6.2814152747455,0.0745184879576473,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005206,SPPL2B,0.54290568671645,6.0934967942037,6.67057767459467e-08,1.31787517448484e-06,5.01067250338973,0.0842360074524879,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005238,FAM214B,-0.0843693694688525,-1.08578239887111,0.281583439959127,0.399294101967799,4.32371560388005,0.0925585203754574,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005243,COPZ2,0.740004358679402,9.43196766240442,8.6034030054252e-14,3.62501076632435e-11,6.20116903843375,0.074955518391114,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005249,PRKAR2B,0.146021702315732,1.07823406305398,0.28491222477577,0.402810476291351,4.01940322400301,0.097144772261234,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005302,MSL3,0.0715791491504356,0.428902831169912,0.669411298134281,0.758876263368454,3.73774558418307,0.101936118672606,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005339,CREBBP,-0.274262402356212,-2.66042432520721,0.0098183489470273,0.0265809990645459,4.97833979272072,0.0845719599190473,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005379,BZRAP1,0.229245146614299,2.04273605138014,0.0451357209977262,0.0931540737622628,4.43228445745668,0.0910660480961415,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005381,MPO,0.400385002172636,2.29128077361052,0.0251952884528595,0.0579010667088474,0.717552997030617,0.140541840593965,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005436,GCFC2,0.165106687599957,1.73872400896782,0.086815221461971,0.158429564900594,4.24736603116715,0.0936519754993408,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005448,WDR54,0.468993440138649,4.34343153894653,5.01974839777868e-05,0.0003230034872109,2.13125064089552,0.13231089867612,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005469,CROT,0.042373523736485,0.51978256822932,0.604979823198008,0.707056307906666,2.64906992542877,0.12310631609155,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005471,ABCB4,-0.124308586078641,-0.865156379327649,0.390133035591156,0.509778883335747,3.62997141617262,0.10389103051186,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005483,KMT2E,0.27602800635063,2.46315871469704,0.0164275760430568,0.0407112533766967,4.45668222395325,0.0907404680563501,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005486,RHBDD2,0.680719946746669,7.31474343601273,4.79570030913284e-10,2.47815551351652e-08,5.10969040751219,0.0832382331217098,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005513,SOX8,0.864260953127302,6.64998269613918,7.1561182069288306e-09,2.16561533030125e-07,1.19146752455218,0.140789438197487,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005700,IBTK,-0.251570137065346,-2.41240213701485,0.0186772441908898,0.0452324991955781,5.21349845888957,0.0822411163113171,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005801,ZNF195,-0.147536449267158,-1.94358237596947,0.0562751925469198,0.111381162484464,3.60661001829607,0.104322470055422,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005810,MYCBP2,-0.463730500148894,-4.78981709168838,1.00390431604472e-05,8.33164528959838e-05,4.98716473826602,0.084479761648367,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005812,FBXL3,0.0768829895539308,0.759356571906284,0.450382884634063,0.570101623567642,4.92664246011243,0.0851197262724663,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005844,ITGAL,0.446190090093147,2.08961642809804,0.0405678545337286,0.0854244779273421,1.5788333372219,0.138937937007056,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005882,PDK2,0.0878127855702032,1.0652707587962,0.290692326290835,0.409086573898914,7.33901290047555,0.0705535802014402,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005884,ITGA3,-0.0718638786943041,-0.385626283227954,0.701031942227163,0.783423222697664,4.20746152549312,0.0942383354686192,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005889,ZFX,-0.324645808156755,-1.81917342604292,0.0734886031013179,0.13833965924477,2.9919528527518,0.11632217969502,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005893,LAMP2,0.0038534583896716,0.0502330742772069,0.960090612978409,0.972776279791135,5.83711926120068,0.0772123205687786,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005955,GGNBP2,0.146223944559401,1.76623416388413,0.0820493724454138,0.151232586041812,5.64723361949267,0.0785790667197762,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005961,ITGA2B,0.051087486773512,0.356659765043261,0.72250108173093,0.800991686521514,0.911024121687363,0.140911562546796,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000005981,ASB4,-0.429942509146435,-3.4806031120146,0.0008986707868084,0.0036095999043448,1.51232414388275,0.139416084389661,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006007,GDE1,-0.170340660411703,-2.74990368824137,0.00771085846229,0.0217600346353393,6.93259407743843,0.0717048694606713,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006015,C19orf60,0.759362726313846,8.45556458041817,4.51771350645322e-12,6.59887352842601e-10,5.48040954488949,0.0798952208828425,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006016,CRLF1,-0.244536030035216,-0.776551387473359,0.440238638171815,0.560531645882408,5.13454863474888,0.0829949655896312,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006025,OSBPL7,0.328643375117444,3.12728159649178,0.0026386023571004,0.0089105699204794,3.53767083624747,0.105610301428704,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006042,TMEM98,0.638347268761754,4.71036014734013,1.34355669089753e-05,0.0001066956400781,3.34867740442686,0.109237894215229,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006047,YBX2,0.107566113787921,1.01952696442859,0.311730477896688,0.431081054479545,1.02399243681047,0.140966922015805,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006062,MAP3K14,0.240354940019874,2.23602824325936,0.0287872275947061,0.0646635387123242,3.39903554585096,0.108259088568889,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006071,ABCC8,0.890072071029672,4.02663781078166,0.0001503806990429,0.0008190010231247,3.30504590630901,0.110091957358819,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006074,CCL18,0.195155595039349,0.378933912310981,0.705971234982414,0.78764791518814,1.95941834170502,0.134828622050076,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006075,CCL3,0.772968410132545,2.39823800826521,0.0193524299063038,0.0465435498624717,1.14970329229357,0.140865011089782,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006114,SYNRG,-0.269828436037088,-3.22463259737193,0.001974349553718,0.0069703510670259,3.94062342698016,0.0984342843665233,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006118,TMEM132A,0.498022306667996,3.82309917971685,0.0002976161627675,0.0014458470346423,3.14565980985313,0.113248366573297,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006125,AP2B1,0.31942396011568,5.47965799542897,7.41415336514886e-07,9.40614361496304e-06,6.14049057957798,0.075300061957185,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006194,ZNF263,0.383310752037003,4.05180583188522,0.0001380346633173,0.000759311944083,3.6038645642915,0.10437334337694,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006210,CX3CL1,1.05725344980367,6.96395334551342,2.0034422250384603e-09,7.62073249142233e-08,4.02118645680592,0.0971160713972525,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006282,SPATA20,0.605849184517724,5.787841022125,2.23201340448558e-07,3.46341456744186e-06,5.53557805159044,0.0794476408021386,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006327,TNFRSF12A,1.39235125071995,3.81597032327278,0.0003047149627463,0.0014737979765501,6.35021839482672,0.0741603477156211,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006432,MAP3K9,-0.236484920869939,-4.37805970579565,4.44177740602027e-05,0.0002914625425753,0.744169211448824,0.140610925778773,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006451,RALA,-0.446606144355015,-4.28437986614576,6.17760596839584e-05,0.0003850678428664,5.05829814731057,0.083750306213815,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006453,BAIAP2L1,0.0322592907592607,0.34092740829374,0.734257145595611,0.810293848091057,1.87579566095087,0.135919354647219,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006459,KDM7A,-0.294908188290436,-2.89862446369093,0.0051044951030474,0.0154240087860667,3.00718337553894,0.116017239861797,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006468,ETV1,-0.0386705464688757,-0.210538814758286,0.833905398261405,0.885087791304916,5.54940220825882,0.079337415029905,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006530,AGK,-0.226669420453856,-3.16436761007092,0.0023640909106129,0.0081186883779826,4.57191615224762,0.0892498206321073,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006534,ALDH3B1,0.527418026344781,5.59298611467151,4.77871834109987e-07,6.49580424501374e-06,1.86858790844427,0.136008843724366,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006576,PHTF2,-0.297234165311153,-2.68518059565073,0.0091880555495533,0.025199090057914,3.86597934468505,0.0996936054016233,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006606,CCL26,-0.180638828115754,-1.28887251757285,0.202008128104306,0.310008971546217,0.538160376821627,0.139951078644304,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006607,FARP2,0.509356913002815,5.18318861806253,2.30706197741543e-06,2.43720963959363e-05,3.62257132399298,0.104027413153291,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006611,USH1C,-0.139329774725594,-0.651275167564959,0.517163552544388,0.631209348421019,0.561697300892625,0.140039719936629,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006625,GGCT,-0.377153321811105,-4.25285581403874,6.89763072399347e-05,0.0004212014748124,4.66226886093604,0.0881338356382319,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006634,DBF4,0.140750196424326,1.59605329576372,0.115325038300095,0.198962882979096,1.12344062456428,0.140901557348999,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006638,TBXA2R,0.574271273842328,4.98254639963357,4.91130601639208e-06,4.58290948974235e-05,1.89338244246766,0.135697921486787,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006652,IFRD1,0.506633336463533,3.27350532313071,0.0017034748904127,0.0061660556499163,5.0141452912534,0.0842002239281758,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006695,COX10,0.195988515021027,2.63548197936625,0.0104930098681613,0.0281466511032583,4.74003367604285,0.0872091748652529,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006704,GTF2IRD1,-0.240354579176019,-1.53793958057088,0.128914711028796,0.217975097904069,4.45756647994824,0.090728734385018,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006712,PAF1,-0.0979435293613188,-1.70534265429821,0.0929029007360894,0.167159608699,5.72011002483383,0.0780383980646022,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
ENSG00000006715,VPS41,-0.096367894947468,-1.08288215509714,0.28285922771456,0.400688283392126,5.70952123690144,0.0781156925013388,limma-trend (eBayes trend=TRUE) on log2(RPKM+1),3.037268
