gene_symbol,log2FC,t,p_value,fdr,mean_expr,n_case,n_ctrl,log2FC_icm,fdr_icm,log2FC_nicm,fdr_nicm,gse,platform,technology,log_scale_branch,probe_collapse_method
TXNIP,0.5827092390860189,5.004505075820855,1.2005106504038862e-05,0.007899360079657572,11.980538307297298,31,6,0.6473207336666709,0.008861259918152986,0.5519418607143058,0.02185859978420348,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
AUTS2,0.6570310595483841,4.985689696753091,1.2743125152579408e-05,0.007965727532877389,6.253003275324324,31,6,0.5551243704999976,0.012099075434580596,0.7055580543333376,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CLASP1,0.8631245118817186,4.952595783968329,1.4151733792463414e-05,0.008210423972639318,8.541448947486487,31,6,0.8872050708333367,0.009024442952444476,0.851657579047625,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TJP1,0.8004062660591282,4.920002301811548,1.5689352322018746e-05,0.008210423972639318,9.792002249513514,31,6,0.7157091586333298,0.013488618121408294,0.8407382219762035,0.016554644537028915,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FRY,1.0038352922096843,4.916684242097877,1.585485946831813e-05,0.008210423972639318,9.242168859270269,31,6,0.8559062893999984,0.017708546428814007,1.0742776745000073,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FGF1,0.9127830871182729,4.88517995330784,1.7514869351703275e-05,0.008210423972639318,9.090421117459458,31,6,0.8913824009666683,0.007612254865189721,0.9229738900476224,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SREBF1,-0.4210526897903204,-4.879141863031114,1.7852106679485366e-05,0.008210423972639318,7.291837774270269,31,6,-0.4410110520999993,0.03089490668260549,-0.41154870773808894,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MDFIC,0.9727446927956968,4.867533582996183,1.8518576351320698e-05,0.008210423972639318,8.453499921513513,31,6,0.7636702670666722,0.014642075700767981,1.0723039431428598,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CRBN,0.5869581005860212,4.867028000870985,1.8548155638985863e-05,0.008210423972639318,8.554638268729727,31,6,0.6657129360666639,0.007612254865189721,0.5494557979761922,0.023638189939064656,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SUN1,1.0012577982956812,4.861605563267161,1.886834783467787e-05,0.008210423972639318,8.710780994675678,31,6,0.909623372366669,0.008820554418750029,1.0448932392142924,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FAM129A,0.7261187714677403,4.843833441068001,1.9956548733336188e-05,0.008210423972639318,11.083738740999998,31,6,0.7058715215000025,0.02965912432138456,0.7357603190714476,0.021962441753980287,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CCDC28A,0.857994976607519,4.841560245723391,2.010013637843133e-05,0.008210423972639318,7.339843871243244,31,6,0.8392367584333352,0.010493719314217779,0.8669274614523858,0.018898603041782737,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATPIF1,0.7394568450483902,4.824549771416444,2.1207493850535426e-05,0.008210423972639318,9.462985122729728,31,6,0.9120486845999949,0.009127470710083156,0.6572702547857198,0.023638189939064656,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DST,0.5829968347043014,4.823422673582012,2.1282958613558976e-05,0.008210423972639318,10.412671624621623,31,6,0.5172754378333319,0.017820165775720296,0.6142927379762111,0.01987762874454121,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ODC1,0.9039650432580622,4.817673325020788,2.1672051759486283e-05,0.008210423972639318,9.050923937324324,31,6,0.6829264437000053,0.038509374396673214,1.0092215192381044,0.015094550160182511,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CDR1,-0.28700817227419195,-4.775822995868588,2.4723958972591014e-05,0.009091145149274496,3.911412864999998,31,6,-0.22349852159999842,0.056960151904487305,-0.3172508630714263,0.016554644537028915,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DNAJB6,0.9424613003924615,4.766177909733907,2.548537097719565e-05,0.009103374513054286,8.406901233999998,31,6,1.0306460663666666,0.012099075434580596,0.9004685546904777,0.022888039957756977,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
EXOG,0.686058108188164,4.74677468339811,2.708788743434745e-05,0.00937396538640921,8.054608742162163,31,6,0.7790991027333334,0.003150761001485263,0.6417528726904771,0.023638189939064656,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIAA0907,0.8485600949247227,4.733190395281185,2.8268569223276575e-05,0.00937396538640921,7.552401646540541,31,6,0.7284454540666715,0.017820165775720296,0.9057575429523858,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BDH2,0.8244059744784935,4.73067950259728,2.8492296007322828e-05,0.00937396538640921,7.125720024324323,31,6,0.7888100720333326,0.009823339030821863,0.8413564042142874,0.02185859978420348,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATF4,-0.5232326911290429,-4.703660814597786,3.101300543508988e-05,0.009941656255115224,9.842015210378378,31,6,-0.47204830889999605,0.041434586716178175,-0.547606206476186,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KLHL24,0.7823428694354811,4.688817992995379,3.249004514791489e-05,0.010154763610980798,8.163628186675675,31,6,0.9669249157000005,0.011829855275748211,0.6944466569285741,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
YTHDC1,1.05080831748386,4.679697305820587,3.3431830803653106e-05,0.01019426216359198,8.440145377702702,31,6,0.8243418603000084,0.014642075700767981,1.1586494875714382,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
NREP,1.2114333914354787,4.656976046096449,3.589655196470357e-05,0.010251611297763173,8.922594106864864,31,6,1.0377164171999993,0.03796216402019984,1.2941557601190457,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LUC7L3,0.9162591449784989,4.6539232782739095,3.6241060429681774e-05,0.010251611297763173,8.122874875594595,31,6,0.8214472387333297,0.009029306488939268,0.9614076717619124,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PIK3R1,1.3473903167258041,4.649137792954521,3.678767288093895e-05,0.010251611297763173,8.88684688718919,31,6,1.7130728448000003,0.006669997964892843,1.1732557795476144,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KANK1,0.8312050952150571,4.648163965477152,3.689989668847726e-05,0.010251611297763173,9.791350510108106,31,6,0.8067448076666683,0.018028367717702158,0.8428528511904815,0.022360203571400207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FAM134B,0.8830266983387122,4.631660186827678,3.885387923841061e-05,0.010559808657361076,10.496144846189189,31,6,1.080000760500001,0.009024442952444476,0.7892295258809677,0.024844579173868453,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
EIF3L,0.510264915392472,4.593353690947868,4.379042728507753e-05,0.011004070253129591,10.391702993270268,31,6,0.5525039711666693,0.014099585923119369,0.4901510793095334,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LOC100996325,-0.2888293090268836,-4.588212212726418,4.4498332912342286e-05,0.011004070253129591,3.836301662054053,31,6,-0.31359751183333484,0.013488618121408294,-0.2770349267380911,0.02479553586261789,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ACOXL,-0.22063276583333385,-4.58568090358678,4.485098158163748e-05,0.011004070253129591,3.765840202351351,31,6,-0.1711825451333321,0.05477781120949023,-0.24418048997618846,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PLA2G4C,0.6948227335967796,4.579717597083588,4.569266393687456e-05,0.011004070253129591,8.373269030297294,31,6,0.6314557528000023,0.012099075434580596,0.7249974863571453,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CCL2,-1.2031236601128985,-4.5772044078030065,4.60520216088831e-05,0.011004070253129591,8.15613390945946,31,6,-1.4282779573999997,0.023638971051968882,-1.0959073280714169,0.024844579173868453,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ROCK1,0.9085196384838544,4.572827066071867,4.6684582522745104e-05,0.011004070253129591,8.430312868540543,31,6,0.6995697021000021,0.014099585923119369,1.0080196081904866,0.0175584958840859,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TNKS,0.8379128437849422,4.566255803363244,4.7650261186139393e-05,0.011004070253129591,6.790009653000001,31,6,0.7170632633333298,0.01732532722142799,0.8954602630476206,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HNRNPH3,1.209927265844088,4.555880040479303,4.921517339305187e-05,0.011004070253129591,8.028927511189188,31,6,0.8946979600666712,0.013938394594964602,1.3600364590714302,0.016554644537028915,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LUM,1.4791763828817162,4.554019163478174,4.9501135003895615e-05,0.011004070253129591,8.02584409908108,31,6,1.0797139619333331,0.05379981126912692,1.6693965833333393,0.016162360344039207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
USP11,0.5606974133924675,4.549843309518547,5.0148800689962834e-05,0.011004070253129591,8.555717830351352,31,6,0.4893481724666638,0.029927193197484228,0.5946732424047679,0.021052677364752165,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
VIPAS39,0.42081540108063925,4.5497041104133364,5.01705330689799e-05,0.011004070253129591,7.8516524822702705,31,6,0.3332782389000026,0.02809398278640041,0.46249976402380916,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DOPEY1,0.69044950897849,4.542429220717672,5.1319302854177725e-05,0.011061964211774654,6.928791491405405,31,6,0.6843291319333308,0.014642075700767981,0.6933639742381005,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
THYN1,0.5334936791451638,4.536096449519801,5.234033143625791e-05,0.011090827518916888,8.267968746135134,31,6,0.4530694745999976,0.020918422500377534,0.571790919404772,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PTCD3,0.5954762458494548,4.529973634098355,5.334648764503564e-05,0.011115629808970594,8.783262409972973,31,6,0.6126120723333287,0.02089530006110873,0.587316328476195,0.023638189939064656,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
VPS45,0.7960623484301094,4.512254762033677,5.636655698231725e-05,0.011368138698421366,7.825183532459459,31,6,0.771982206733333,0.018537278892772544,0.8075290825714306,0.02261091116124382,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RARRES1,-0.6586989899462391,-4.506164110367069,5.7442985891989876e-05,0.011368138698421366,5.89466232881081,31,6,-0.5441904495333328,0.053004890970229625,-0.7132268663333222,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TRIM3,-0.5811466726344133,-4.5016691576062415,5.8250329174039825e-05,0.011368138698421366,6.784952828999999,31,6,-0.5977404021666667,0.008820554418750029,-0.5732448966666563,0.02479553586261789,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ZEB1,0.8706858096559014,4.499117377116479,5.8713607566237106e-05,0.011368138698421366,9.023926190864868,31,6,0.7051898445333289,0.018537278892772544,0.9494934120952386,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HBB,2.0770256996720313,4.4969776593045285,5.910486445347854e-05,0.011368138698421366,10.724729315513516,31,6,1.9982783551333378,0.05088601593386259,2.114524435166664,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
BMP8B,-0.6066858287473207,-4.474942056369385,6.3286169085355e-05,0.01174186082557239,5.565923647162164,31,6,-0.5088085298666675,0.019774223771707733,-0.65329406630952,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HLTF,0.7121013982742056,4.472925009177606,6.3683115022607e-05,0.01174186082557239,7.805621888351349,31,6,0.6978287534999997,0.008820554418750029,0.7188978957857161,0.023512838143647255,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CLK4,0.9192440375268831,4.46341279150915,6.558827401075405e-05,0.01174186082557239,6.780288431513513,31,6,0.9176602217333373,0.003150761001485263,0.9199982355238185,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TCF4,1.2571262397903098,4.462588950909736,6.575588658466367e-05,0.01174186082557239,8.691732264135135,31,6,1.0170261136999954,0.02886907104489423,1.3714596331666646,0.016439827040361534,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PP14571,-0.3623143617258059,-4.459676636903264,6.635178272781705e-05,0.01174186082557239,4.4170925320540535,31,6,-0.3380479318000037,0.013488618121408294,-0.3738698045476173,0.023897126451193552,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FOXO3,0.8424754992419186,4.458068482867145,6.668310019322026e-05,0.01174186082557239,8.338745828216217,31,6,0.7721728709999999,0.013159884825442262,0.875952941261908,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ATP2C1,0.5106185376989074,4.442131698558772,7.005550828325673e-05,0.012164360618851051,7.85285375591892,31,6,0.39947579786666554,0.023049199817239668,0.5635436519047646,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KLF9,0.7883692096344036,4.428221510962583,7.31354862686184e-05,0.012525203415483114,7.6393387303513505,31,6,0.876736297366664,0.014642075700767981,0.7462896440476228,0.023564940645246505,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SP3P,-0.6570942587204325,-4.4133320320589355,7.657955649729361e-05,0.01293780561255628,5.798218153351352,31,6,-0.5526166756333315,0.01630812635361727,-0.7068454887618995,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PCCB,0.7120578394139742,4.3800395280523805,8.486618283457122e-05,0.013768889107958157,9.010339560756758,31,6,0.7503828997333376,0.02809398278640041,0.6938078106904775,0.02254840669139931,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIAA1211L,-0.6427539568548407,-4.379470195517535,8.501527620424265e-05,0.013768889107958157,5.514806584027025,31,6,-0.6172909080999976,0.011127947774549323,-0.6548792181666606,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ANKRD46,1.2146287820537593,4.372323099562318,8.690890128254059e-05,0.013768889107958157,7.206231642864865,31,6,1.0482403495666688,0.008820554418750029,1.2938613689523846,0.02261091116124382,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ISCU,0.5300023008602215,4.371450568532087,8.714289187153398e-05,0.013768889107958157,10.662669975135135,31,6,0.5626685236666693,0.014666763605936349,0.5144469566666597,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CBARP,-0.3985321360913982,-4.369766753954869,8.759619511733285e-05,0.013768889107958157,4.612370075621621,31,6,-0.32615408773333454,0.0823586892638702,-0.4329978734047574,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
FCGBP,-0.5606336091182859,-4.367880313767911,8.810679320401956e-05,0.013768889107958157,6.614871621783783,31,6,-0.6121306168666654,0.035344552775555094,-0.5361112244761802,0.025558170286785795,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ASPN,1.6470945302688023,4.3544927038823,9.181514321832916e-05,0.014060724627365847,8.478577045621623,31,6,1.3313587903333333,0.03719239197903465,1.79744488261905,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GRK1,-0.7779981042419426,-4.353050660357885,9.222359777987519e-05,0.014060724627365847,6.30806159,31,6,-0.6371145043999993,0.014642075700767981,-0.8450855327380937,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GATA6,0.989667547618271,4.334780872796641,9.755520050413114e-05,0.014581626288609725,8.599634102108107,31,6,0.8063616909666678,0.014642075700767981,1.0769560507857219,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
CCND2,0.6580284808709448,4.333391295603301,9.797285300297686e-05,0.014581626288609725,10.731888382648652,31,6,0.6397537050000002,0.04114324857369218,0.6667307550952475,0.02479553586261789,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
GTF2H5,0.7148644513064644,4.325806198642716,0.00010028369484509176,0.014749961799451027,7.804966788729728,31,6,0.6368563220000036,0.008820554418750029,0.7520111795476213,0.024048713666391285,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
RAB3GAP1,0.739271482494627,4.302510279675943,0.00010771970640450198,0.015586695639041285,9.558469940135135,31,6,0.6630137341333314,0.03374536860394793,0.7755846960000008,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
TRAK2,0.7046816716612965,4.300034175723584,0.00010854111698460899,0.015586695639041285,9.840396298648646,31,6,0.7548322032000007,0.014642075700767981,0.68080046616667,0.024844579173868453,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
POLR2G,0.5849671871935457,4.2912919347633425,0.00011149055821244348,0.015586695639041285,8.615416402324325,31,6,0.512873803399997,0.022989829903322052,0.6192973699523849,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
OSR2,-0.30889173041935497,-4.290921310099786,0.00011161731706002912,0.015586695639041285,4.946706718459461,31,6,-0.2978634498000024,0.02747314443210259,-0.31414329261904433,0.02435969750782888,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
HEG1,0.9355837549677382,4.284014523426724,0.00011400550640389553,0.015586695639041285,9.071369241378376,31,6,0.9042956442000037,0.016585338451847356,0.9504828553333434,0.023638189939064656,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DUSP6,1.0417727656881663,4.283873119041227,0.00011405491909816345,0.015586695639041285,7.358669308189189,31,6,0.8174537388333334,0.02089530006110873,1.148591349904761,0.021711326900738664,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SPRED2,0.6718049607311777,4.273567286360619,0.00011771320178011747,0.015586695639041285,6.720949025081081,31,6,0.6048026431666661,0.018537278892772544,0.7037108262380982,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
ELANE,-0.512331515650544,-4.271777087892906,0.00011836027062086641,0.015586695639041285,6.356607689837838,31,6,-0.47404554586666686,0.030652183848391332,-0.5305629298333305,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DYRK1B,-0.4665079352849633,-4.270040098216244,0.00011899143289793667,0.015586695639041285,7.4515251900000035,31,6,-0.3665879036333303,0.018563993481808823,-0.5140889027381,0.022245151529052824,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
SORBS2,0.6294147598924648,4.268806598521281,0.00011944164245680875,0.015586695639041285,12.001878984864863,31,6,0.6340383266666597,0.03404675690757526,0.6272130614285837,0.02479553586261789,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MRPS35,0.5756240054085919,4.268137166488826,0.00011968667264021464,0.015586695639041285,9.078959256432434,31,6,0.6408318329666685,0.011312991141754951,0.544572658952382,0.025378248522601506,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
EIF2D,0.3169409767473075,4.261889479132049,0.00012199733374869981,0.01570969344746247,8.464787625513514,31,6,0.36426210086666516,0.01658919923491448,0.29440710811905385,0.025558170286785795,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
PPARD,-0.37431055886022524,-4.258659027169804,0.00012320914960591776,0.01570969344746247,6.96219273835135,31,6,-0.4372325435666691,0.01861094121695631,-0.34434770899999756,0.02713647029557167,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
MDN1,0.5264176085430055,4.255512318179934,0.00012440086796502834,0.01570969344746247,7.487140665108107,31,6,0.47531725513333073,0.03274315325066512,0.5507511101666668,0.02261091116124382,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIAA0087,-0.20592411364515797,-4.251336955556008,0.00012599957465104166,0.015752466822873228,4.250719422864863,31,6,-0.2552824161999993,0.009024442952444476,-0.18242016004761452,0.02713647029557167,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
DPM1,0.8410124429247343,4.241255562835199,0.00012994292208391795,0.016084617939536063,8.151599715108107,31,6,0.681417508866673,0.033994803318733176,0.9170100305714324,0.02158647551639414,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
LMAN2L,0.412068053994632,4.232027483153609,0.00013365811484827787,0.016372710415416828,8.308720941567566,31,6,0.33598181393333276,0.03543806124735749,0.4482995968809574,0.022360203571400207,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
KIAA1033,0.789768554629016,4.224137807217296,0.00013691665251729915,0.016372710415416828,7.572697976702706,31,6,0.6554316800000014,0.011777667698940673,0.8537384949285677,0.022888039957756977,GSE1869,GPL96,Affymetrix HG-U133A microarray,logged:max_le_30,max_mean
