gene,gene_symbol,log2FC_discovery,fdr_discovery,log2FC_validation,fdr_validation,direction,combined_z,min_abs_log2FC
ENSG00000132561,MATN2,1.1942945893967856,4.737573545689271e-08,1.3776220036394424,4.463586200680871e-68,up,16.912177745089505,1.1942945893967856
ENSG00000075413,MARK3,-0.7077612660425021,1.4112032604478809e-05,-0.8951058419343091,1.0547477578830015e-77,down,-16.91138006481831,0.7077612660425021
ENSG00000198624,CCDC69,-1.162056844077722,1.7743639961542386e-16,-0.6353500424193489,1.0745092119280658e-45,down,-16.83340641860797,0.6353500424193489
ENSG00000197299,BLM,-1.4973218126153325,7.832117902336407e-07,-2.0175110458111,9.23958518671614e-70,down,-16.65886619907883,1.4973218126153325
ENSG00000165449,SLC16A9,1.6437559043107282,3.909767881064828e-11,1.7805374574367272,1.684889295593668e-55,up,16.611913328930616,1.6437559043107282
ENSG00000124713,GNMT,-1.5278308430921723,4.013748341362361e-11,-2.517527798552208,4.362885832034368e-54,down,-16.45720484314022,1.5278308430921723
ENSG00000166482,MFAP4,1.3984006168089274,3.470653671335441e-06,1.6124778503566022,1.0947098939260296e-69,up,16.41363851577434,1.3984006168089274
ENSG00000016391,CHDH,-1.5113692276005488,2.648366963375662e-11,-1.5303536470215813,9.760965643002465e-53,down,-16.36994605289374,1.5113692276005488
ENSG00000182197,EXT1,0.9105235515444458,2.0548039802784396e-07,0.8122473954103823,1.7331878259764173e-64,up,16.348594497155954,0.8122473954103823
ENSG00000143768,LEFTY2,1.1266685904851557,1.567064102690381e-06,2.763525601895506,1.219632360336697e-67,up,16.345397832306304,1.1266685904851557
ENSG00000175220,ARHGAP1,0.8049731577957226,1.1610868067049707e-09,0.6945445092447637,1.3787457924728348e-56,up,16.281141627584606,0.6945445092447637
ENSG00000139289,PHLDA1,1.8699924736600857,4.3660136963193324e-08,1.5957849465263445,1.211087291379027e-60,up,16.19486164018138,1.5957849465263445
ENSG00000166033,HTRA1,1.0136997643676673,3.999228053460938e-09,1.0077189914623743,8.388432557129868e-57,up,16.1338799098134,1.0077189914623743
ENSG00000155659,VSIG4,-1.2023352497366377,9.83756970629104e-05,-1.985548346522291,1.4578003978263525e-72,down,-16.11745331779351,1.2023352497366377
ENSG00000181195,PENK,2.3960518716630124,3.666758607674998e-06,3.2981844314658586,2.1935323739753862e-66,up,16.085930483140274,2.3960518716630124
ENSG00000142748,FCN3,-1.4796281514771437,2.364355816610721e-06,-2.4802183265041204,2.4916269839375484e-65,down,-16.053199402461704,1.4796281514771437
ENSG00000177575,CD163,-1.1079951182293653,0.007493832850632312,-2.514174311062515,3.187803534711066e-82,down,-16.037195934671796,1.1079951182293653
ENSG00000101825,MXRA5,1.8232934119066857,3.515675879904541e-07,2.659273560147084,6.381445610394267e-62,up,16.017803292336612,1.8232934119066857
ENSG00000105894,PTN,1.5022799106898648,4.613805529857027e-08,1.517089585844392,6.956545168679155e-59,up,16.010870609216887,1.5022799106898648
